,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1357847,atcequipment/navfacility/buildings,During climb; ATC indicated that we were left of course and recommended a heading to intercept J18 into GBN. We the pilots both showed on course yet dialed in raw data to use since we could not determine what was wrong. We double checked the route and both pilots agreed there was no error. At the next waypoint passage; the aircraft again started to deviate off course and eventually we revived numerous ECAMS and Nav Accuracy Downgrade message and continued to use raw data. As we worked out our problem; numerous other airlines also reported the same problem of GPS failed. A conversation was had with dispatch whom upon further review; discovered that the Military would be deactivating GPS. We reported to Maintenance then cancelled the GPS failures as we had reasonably established the cause of the Nav errors.,
1359117,atcequipment/navfacility/buildings,We were told by ground to pull up and hold short of runway 5L then monitor tower. We did. On the tower frequency for 5L; short of 5L; we could hear the tower transmissions. Tower gave us a takeoff clearance. I responded and we taxied onto the runway. After we crossed the runway hold short line; tower gave us the clearance again. I responded a second time. He then stated; I can see you moving but can't hear you and instructed to begin takeoff roll or exit the runway.We taxied off the runway without ever powering up the engines to a takeoff setting. Once clear; we switched back to ground and the radios worked fine. Ground gave us the tower freq for runway 5R and to again taxi up to and hold short of 5L. We switched and tower could now hear our transmissions. Holding short of the runway a second time another aircraft ended up with the same issue and was given a takeoff clearance; but tower could not hear their response.Tower then instructed them to change frequencies to the 5L frequency which was the inoperative frequency for transmitting to tower. I corrected tower that 119.3 was the frequency we were on when we had that same experience and suggested he advise the aircraft to switch to 127.45; the 5R frequency. The other aircraft switched frequencies and proceeded to takeoff. We waited a few minutes and then completed our takeoff and flight. Once enroute; we back tracked the digital departure ATIS and on the last page it stated to use 127.45 to contact tower. The controller was just simply transmitting on both frequencies; but only listening to one and both aircraft must have missed the NOTAM in the departure ATIS on the last page.,
1360482,atcequipment/navfacility/buildings,I filed an IFR flight plan from LQK (Pickens Airport; South Carolina) to ZZZ. The filed flight plan route was LQK direct to SSI (Brunswick VOR) then SSI V3 to TRV (VOR) then V159 to NITNY intersection then ZZZ (once I was [airborne] my flight plan was amended to direct to PHK VOR then V437 to BRIKL Intersection then ZZZ.) I took off from Pickens in VFR weather and contacted Greer Approach on 118.8 to pick up my IFR Clearance. The frequency for Greer Approach was very scratchy and almost inaudible. I could hear 2 pilots who were on with Greer Approach on 118.8 comment that Greer Approach was barely audible. I managed to contact Greer Approach which gave me my IFR Clearance. They cleared me as filed and I was to climb and maintain 7000 feet. My IFR Clearance was direct from LQK to SSI which was through the Bulldog MOA and the Coastal MOA. I have flown this route many times before and have been cleared direct between SSI and LQK when the MOAs are not hot. Otherwise; when I get my IFR clearance; they do not clear me direct through the MOAs but give me a clearance around the MOAs which generally means I get cleared to SAV then direct to LQK. I read back my clearance to Greer Approach who indicated that my read back was correct; cleared as filed. I climbed to 7000 feet on a course of 168 degrees from Pickens Airport direct to SSI (Brunswick VOR). I was in cruise for a while and when I did not get a handoff from Greer Approach; I tried to contact them on the assigned frequency of 118.8. I could not raise them on this frequency. I did not have a prior frequency to go back to so since I knew I was in the vicinity of Augusta Approach control I contacted Augusta Approach control. They told me that Greer was trying to contact me and they switched me to Atlanta Center. Atlanta Center told me that Greer had been trying to contact me and told me I had a pilot deviation. I was not sure what the pilot deviation was; but was told the MOAs were hot and I was routed around the Coastal MOA for SAV VOR. However; I was cleared as filed on my IFR Flight plan and I flew my cleared flight plan. (Question; why would Greer Approach clear me as filed through the MOAs if they were hot?) After taking off; I contacted Greer Approach on 118.8 and I copied and read back my clearance to Greer Approach; who stated that my read back was correct; cleared as filed. (Additionally; all the flight route programs; such as FlightAware etc. have my IFR flight plan route logged in and it shows I was cleared as filed).I was on course and level at 7000 feet when I could not reach Greer Approach. As per the rules if communication is lost you fly the flight plan you were cleared for so ATC knows where you are at and what your intentions are. I believe the communications problems were from Greer Approach as noted by other pilots trying to communicate with Greer approach that morning on 118.8 they were also having communications issues with them. This is why communications were lost with Greer Approach and I did not get a handoff to the next controller. Upon noticing the lack of communication; I continued to fly my cleared IFR flight plan and attempted to contact another controller on my route. There was no pilot deviation on my part. I followed the current rules when communications are lost and flew my cleared flight plan.,
1363802,atcequipment/navfacility/buildings,The STAR (Stadium) final scope lost all data tags and radar. Initially; the scope froze; then the tags dimmed; and finally the scope went black. This was during a busy Los Angeles arrival push. The controller leaned over and used the DNYR (Downey) scope next to him to provide services. STARS was installed a very short time ago.  We have seen an increase in software issues related to software updates 'STARS drops.'  A few weeks ago the STARS system was deemed unreliable and the traffic rate was drastically reduced. Many delays incurred. The controllers/FLMs [Front Line Managers] do not have confidence that the equipment is capable of delivering a consistent product. This was a total loss of data.,
1364099,atcequipment/navfacility/buildings,The recent notice - NAFB 16-03 flight advisory GPS interference testing illustrates a continuous disregard for safety of our nation's airspace navigation system. The coverage area of this test effectively grounds all GPS-equipped aircraft in the Southwest flying IFR since they may experience unknown signal loss. As explicitly stated in this notice Phenom 300 aircraft are grounded; since they are singled out to not fly in that area during this time.Another example is all aircraft operating above FL240; which requires DME. Since GPS navigation systems provide DME; an aircraft flying above 240 would also be affected and grounded.At the time that ground based NAVAIDs are being decommissioned and our government is promoting GPS based systems as primary navigation sources; the repeated interruption of GPS signals by our military [is] threatening the safety of our aviation system.,
1366414,atcequipment/navfacility/buildings,I was working Controller In Charge. The controller was working East and South combined. We were in the process of changing runways. Aircraft X was our last departure off of runway 6 before we switched to runway 24. As I switched my map; I noticed a VFR target along the departure corridor at 10;500 feet. I asked East if they saw the traffic. At the time; East was in the process of switching Aircraft X; but heard me and kept the aircraft. When I went over to the scope; the VFR target wasn't showing up with an altitude. It only showed 'rdr' [radar]. I told East the traffic was at 10;500 feet. Traffic was called. The controller told Aircraft X to turn left 20 degrees. The pilot seemed to slowly turn. East had APREQ (Approval Request) a higher altitude with ZMA to 15;000 feet to top the aircraft.As the two targets converged; Aircraft X reported that he was responding to a RA. He then told us that target never showed up on his TCAS until the RA and he thought the controller was calling a different target. Closest proximity between the VFR aircraft and Aircraft X was 0.2 miles and 0 feet.We need to discover why this target wasn't showing up properly on the radar scope and the pilot's TCAS; but it was showing up properly on the [map]. Controller should have given more of a drastic turn and possibly stopped Aircraft X below the target until it was apparent the targets would miss.,While on climb out from RSW; at approximately 10;000 feet; ATC asked us to turn left 15 (?) degrees for traffic. While in the turn; we responded to ATC we had an indication from the TCAS. Seconds later; ATC asked us to turn further left for the traffic. The initial traffic we saw on TCAS was a different aircraft. We were at approximately 10;500 feet. I caught just a glimpse of the traffic visually while turning and climbing; then glanced at the TCAS - we now had the correct traffic on the screen. He appeared to be within a mile and 500 - 700 feet from us; exiting a cloud and traveling to our right. I called him out to the FO as well while simultaneously receiving a TCAS RA to maintain vertical speed. FO let ATC know of the RA. It was somewhat disconcerting to have the conflict aircraft appear so late. No further conflict of RAs occurred. My apologies for the tardiness of this report.As stated; we were complying with ATC instructions for the traffic; so ATC knew of his location to us. The only issue we had was how close he seemed once we had a visual on him. The traffic literally did not show on TCAS until we were quite close. ATC did not say anything concerning loss of separation; but we filed this just in case and to state the lack of TCAS information until quite late in the maneuver.
1366660,atcequipment/navfacility/buildings,During the approach and landing phase at CKB both myself as the PM and the PF noticed the autopilot having a difficult time tracking the ILS on RWY 21. The winds were not a factor considering they were steady state with little to no crosswind the cloud layer was 1000 OVC. We allowed the autopilot to try to stabilize on the ILS while we were outside the FAF; allowing the autopilot to command several s-turns to either side of the inbound course while it tried [to] chase the LOC course dot; which was deflecting a dot either side of desired track. The PF decided to disconnect the autopilot and hand fly the approach using the raw data on the ND in Arch mode and the approach was continued in a stabilized manner using this mode. The FD; LOC and GS; on the PFD continued to show erratic tendencies as the LOC/GS deviation displays. As the PM I was keeping close attention to the terrain on my ND and watching visually outside with 75% visual of the terrain. I noticed the FD continued to command corrections trying to chase the erratic LOC/GS deviations; including a pitch down while over the high terrain bluff on about a mile final; a potential dangerous situation if flown with a coupled approach down to minimums. While talking to the agents in the airport they confirm they had heard other pilots talking about irregular behavior with the ILS 21. We departed CKB and flew a coupled ILS 9L there and noticed no irregular behavior with the aircraft; which furthers my thought that there may be something wrong with the CKB ILS 21 Navaid/Approach. Have the ILS flight checked to see potential sensitivity and interference problems. Possibly request other feedback from pilots flying the approach into CKB. Possible memo to pilots on the potential for irregular tracking of the ILS using automation.,
1367765,atcequipment/navfacility/buildings,I was working the R-side control position at ZTL-R49/18 Logen/Commerce Sectors. Weather was VMC. Traffic and complexity were moderate. I was transmitting and receiving on frequencies 121.35 for Logen and 134.8 for Commerce. I was on main transmitters/receivers. I took the handoff on Aircraft X from AVL Tracon; enroute in level flight at 10;000 from AVL direct [destination]. The aircraft checked in on 134.8. The aircraft was transiting the far north eastern portion of the combined sectors and on initial contact the aircraft was 5x5. His Mode-C was not broadcasting so I verified that he was level at FL100. There were multiple other things happening in the sector as I was also sequencing air carrier aircraft into ATL from the north east. 	I detected a traffic confliction for Aircraft X. An unknown VFR aircraft was approximately 10 miles west north west opposite direction with Mode C indicating 9;800 climbing. The targets appeared likely to merge. I began to issue traffic to Aircraft X including my intention to initiate a traffic alert vector within 90 seconds if he did not see the other aircraft. I received no reply. I made two more transmissions without a response as the aircraft began to approach what I considered very unsafe proximity. Unfortunately; due to documented random frequency coverage issues on 134.8; I was unable to communicate any longer with Aircraft X using the main transmitter. I made two calls and then switched to Back Up Emergency Communications (BUEC); issued a traffic alert and a last ditch vector to the north away from the unknown traffic just as the traffic climbed through the altitude of Aircraft X. Aircraft X executed his vector and missed the traffic by what appeared to be less than a mile; co-altitude.If I could judge the proximity and if there was such a term in ATC land; I would have called this a near mid-air collision. Fortunately the BUEC worked (today). Note-the BUEC often does not cover this piece of the sector's airspace. We have complained over and over and over and over about 134.8. The frequency does not cover the ZTL-18 airspace in all portions of the sector. This is a known and on-going issue that the FAA seems unable or unwilling to spend the resources on mitigating. Someday soon; two aircraft are going to collide in ZTL-18 because the frequency 134.8 coverage / quality is so unsatisfactory.I recommend that the FAA either relocates 134.8 to a more appropriately sited Remote Center Air to Ground (RCAG) site; or else provide a new frequency for ZTL sector 18. It is merely a matter of [time] before the sheer volume of low-altitude traffic transiting ZTL-18 with flaky and unpredictable radio coverage results in a major midair collision with casualties; press coverage; and extreme liability for the Federal Aviation Administration.,
1370657,atcequipment/navfacility/buildings,While established on a visual approach to Runway 16R at Van Nuys; we observed intermittent; incorrect DME readings on both NAV1 and NAV2 while tuned to I-VNY; Runway 16R Localizer 111.30 Mhz. These indications showed a DME reading of 86.3 NM while on a 6.4 NM final at 3450 feet (established on the localizer and glideslope).I-VNY does not have DME associated with the localizer according to current aeronautical charts. Upon selecting DME1 and DME2 on the audio panel; we heard a single dash tone every 30 - 40 seconds but not a full Morse code identification. On subsequent flights; we have observed continuous erroneous DME information from I-VNY when tuned to the facility both on departure and also on arrival. Both DME1 and DME2 in our aircraft provide correct distance readings when tuned to other Navaids.These incorrect DME indications could be misleading to flight crews who are not familiar with Van Nuys airport or the ILS 16R approach. Perhaps there is some type of signal interference from another NAVAID causing these incorrect DME indications; which could be investigated by TechOps and Frequency Management.,
1371356,atcequipment/navfacility/buildings,I assumed the Tower Local and Controller In Charge position following the position relief briefing. The previous controller briefed me on the traffic; particularly one that he had tagged up on the RADAR display - Aircraft X. This call sign was displayed onto the limited VFR-1200 beacon code data block by the other controller. The position identifier on the radar display for DPA Local Control position is 7. Aircraft X was transitioning through the Class D from west to east to the [off airport location] approximately 5 miles southeast of DPA. It is not typically routine to tag VFR aircraft transitioning through the class D; some controllers do it some don't. After reviewing the Radar data on FALCON; it shows Aircraft Y was on a right downwind for ORD descending out of 6000 feet approximately 5-6 miles southeast of DPA airport. The Aircraft Y data block had the position identifier of Z. The playback showed that Aircraft X and Aircraft Y data blocks passed over on top of one another. The FALCON playback shows Aircraft Y with a full data block although the actual radar displays a limited data block instead. Another thing I noticed on the FALCON playback; it did not show the Aircraft X data block going into a Suspended/Coast mode which I am almost certain it did. In the recent past C90 and its satellite facilities have upgraded from ARTS III radar systems to STARS radar systems. Since then we have had numerous occasions where data tags from arriving aircraft would go into a suspended/coast mode and just linger on the display.As stated above I am almost certain that Aircraft X's data block had gone into Coast Mode (not tracked). To get Aircraft X data block to drop I used the 'Terminate Control' button on the STARS keyboard and then used the slew ball to drop the track. I believe what happened next is; the STARS displayed an error message; still thinking that Aircraft X's data block had gone into a coast/suspended mode I then used the 'Terminated Control space OK' function to delete it for sure. Still not realizing that the Aircraft Y limited data block with the position identifier of Z was also in the very near vicinity of the Aircraft X tag whose identifier of 7 and I inadvertently deleted the Aircraft Y limited data block by mistake.I would never delete or drop a data block that wasn't under my control. I should have been more cautious in my attempt to delete Aircraft X's data tag. I should have used the keyboard method by which you use the Terminate Control button but instead of the slew ball to identify the track.,
1371641,atcequipment/navfacility/buildings,I was working as an OJT (On Job Training) Instructor for an radar-side trainee on R08. At the time of the event we had a VFR flight northbound into DIJ that reported the field in sight and requested to terminate VFR flight following. Per the FALCON radar replay the Radar-side trainee attempted to remove strips on the aircraft after terminating flight following. When the prompt 'are you sure?' came up; the developmental typed in 'Y'. At that moment; the adjacent Sector R16 called us with a point out for an aircraft departing PNA eastbound. The Trainee responded with 'point out approved'; meanwhile the remove strips command timed out in the system. After the point out; the same sector R16 performed a handoff on Aircraft X.  The trainee accepted the handoff with the keyboard and immediately removed strips on the same CID (Computer Identification Number). The aircraft was still in sector 16's airspace but since it dropped off the scope; now an intruder target; they never transferred communications to our frequency. The aircraft flew the northeast portion of our airspace and then entered sector 6's airspace as an intruder target. Halfway through sector 6's airspace; the pilot pulled up a chart and got sector 31's frequency and made contact with them; who in turn located the intruder target and we confirmed that was indeed the track and aircraft and then re-entered the flight plan info.,
1371918,atcequipment/navfacility/buildings,I took over the Radar position in the morning. Aircraft X coming from sector 37 airspace was climbing to 31;000 feet as a final. He was predicted to be in conflict with Aircraft Y at 31;000 feet. The previous Radar Assist issued clearance to stop Aircraft X at 30;000 feet for Aircraft Y at 31;000 feet going to LAS VOR then east bound. Aircraft X was a slow climber coming from sector 37 just out of 27;000 feet when he checked in climbing to 30;000 feet.I cleared Aircraft Y direct GCK to have them pass faster so I can climb Aircraft X ; once they clear laterally. As the targets were merging; 7-8 miles away from each other; I called traffic for Aircraft X to expect higher once clear of Aircraft Y . I told him to maintain 3;000 feet. But his Mode C was indicating 30;100 feet and slowing climbing. He acknowledged to maintain 30;000 feet but was out of 30;300 feet and descending back down. They were about 6 miles laterally and converging. I turned Aircraft Y 20 degrees left and Aircraft X 20 degrees right but they were within 5 miles of each other. Aircraft X came within 3-4 miles of Aircraft Y and around 800 feet. Once they established vertical separation; I cleared both back on course. I should have re-verified that Aircraft X was maintaining 30;000 feet.,Aircraft X checked on with me climbing to 23;000 feet. I climbed him to 31;000 feet. I handed them off to the next sector. Climbing through about 26;000 feet; sector 34 called me to stop Aircraft X at 30;000 feet for their traffic. I said wilco; and gave my initials. Just then; two aircraft called on different frequencies; and I got at least one; maybe two landline calls. During the landline call; Aircraft X's data block changed to reflect that he was climbing to 30;000 feet.I am not sure if I changed the data block; or if sector 34 did; we are still in the process of acquiring that information. After all the calls; I imagine that I saw the datablock and assumed that I stopped the aircraft at 30;000 feet; when I had not. So; I shipped the aircraft; with his datablock showing he was climbing to FL300; when he had been cleared to 31;000 feet. When Aircraft X checked on with sector 34; they did not catch that he was climbing to 31;000 feet. Sector 34 issued at traffic call with his traffic at 31;000 feet; and told Aircraft X to maintain 30;000 feet. Aircraft X had already gone through 30;000 feet slightly to 30;200 feet and descended back down. It depends who changed the datablock. If I did it; I can't think of any changes; it just seems to be human error. If sector 34 changed it; then we should definitely show in the regulations that the person who issues the altitude is responsible for changing the datablock.
1374460,atcequipment/navfacility/buildings,Airfield reported 1.5 mile visibility. All surrounding area was clear 10 miles visibility. I was 13 NM from my destination. My companies Operational Controller was concerned that I could possibly not be able to get [to the destination]. [Our destination] is located outside SGF surface area. I called tower and the tower operator agreed with me that something must be incorrect because he stated he had 10 miles and clear in all directions. There was no smoke in the area. There was no bad weather in the area. I chose to continue in and land. I remained at or below 2500 FT MSL which is the floor of the outer ring for SGF. There were no airspace violations that I could tell. My personal observance of the weather was clear and no clouds. Just noting this event; in case there is equipment that needs maintenance at the airfield. It did cause frustration and disruption during the flight; due to Part 135 weather minimum criteria; being around controlled air space. This event occurred during a clear; hot; dry day.,
1375452,atcequipment/navfacility/buildings,I was working the Lake Hood position and observed 4 moose near the airstrip. I was busy looking at the strip to determine if a moose was inside or outside the fence near the strip. Aircraft X called ready to taxi. I did not hear Aircraft X say they were at fish and wildlife. (This required the aircraft to cross the active water lane). I cleared Aircraft X to taxi for a west via the slow canal.Aircraft Y called ready for departure on the west water lane. I cleared Aircraft Y for takeoff west. I briefly glanced at the water lane and did not observe any aircraft in the canal; my view was partially obstructed by the pole and the TDW (tower display workstation). I went back looking at the moose near the strip to ensure that he did not go on the strip. Aircraft Y departed and Aircraft X asked to verify that he was cleared to cross the water lane. I did not use the words cross the east/west water lane taxi via the slow canal as required. I told him to taxi for a west.I immediately notified the Controller In Charge (CIC) what had just transpired. Once Aircraft X was airborne I asked him where he was when Aircraft Y departed. He stated that he was in the middle of the canal. I estimated it to be around 4000 feet down the water lane. I advised the CIC that they should call the supervisor on duty to start a significant Mandatory Occurrence Report.Our tower display workstation is obstructing the east/west water lane. Recommend that it be moved to the west side of the stripboard.,
1376053,atcequipment/navfacility/buildings,Was cleared for visual with ILS 23 to CLT and cleared to land. In early flare approaching the hump in the runway at about 30 feet CLT tower instructed us to go-around. I was surprised and advanced thrust levers to TOGA saying go-around TOGA; following the go-around procedures in our operating manual and instructed to fly runway heading to 4;000 ft rather than the published missed approach.I had the FO request the reason for a go-around at such a low altitude. CLT tower said they issued a ground radar alert which was a mandatory go-around. We never observed any obstructions on the runway but complied with the tower's instructions. After clean-up I told my FO to tell the people in the back something on the PA that I had the radio and aircraft until he got back with me. We were vectored back for and a visual approach and landing on Runway 18R which was briefed prior to landing. I believe this go-around is associated with the ADW (Arrival Departure Window) system in Charlotte although a recently retired Controller I spoke with mentioned it is possible that something like tall grass blowing around could trigger a false runway warning.   We never saw any type of conflict but executed a go-around from a low altitude over the runway without touching down.,
1376758,atcequipment/navfacility/buildings,Took a handoff on an aircraft thinking it was VFR when in fact it ended up being IFR. It was below the MVA (Minimum Vectoring Altitude) for the area and was not on a route that would ensure terrain and obstruction clearance. Through conversation with the pilot I determined he was IFR and immediately vectored him away from nearest obstruction and climbed him to the MVA. Confusing the matter further is the fact that the handoff from PHL approach indicated in the data block to us that it was a VFR handoff (the data tag had a diamond symbol at the rear of the tag).I believe PHL TRACON also thought the aircraft was VFR because our letter of agreement would not have allowed for an IFR handoff at that altitude. Once the aircraft was safely squared away I probed a little deeper and found out that the helicopter departed VFR and became IFR at some point and was supposed to be on TK502 airway (Low Level RNAV Helo Route) that would have provided him guaranteed terrain and obstruction clearance. Someone vectored him away from the airway putting him in an unsafe situation due to his altitude. Also compounding the situation is the fact that we did not receive any strips or other automation on the aircraft even though he was on a flight plan. Even though he was airborne and in the system on the correct computer assigned beacon code; the flight strip we later obtained showed he was still proposed and not yet active in the system. When we handed him off to the next facility we had to do a VFR handoff in order to get him to flash to MDT. We verbally advised MDT via landline that he was indeed IFR.The pilot indicated to me that somewhere back in New York TRACON's airspace he didn't think they understood his intentions. I feel that possibly there was some break down in the communication process. Also; a refresher on TK routes may be in order. When I asked around my facility if anybody knew what a TK route was; there was a lack of knowledge.,
1376844,atcequipment/navfacility/buildings,34R/16L has new LED centerline lights. They are so bright and intense on their lowest setting (confirmed by tower) that it makes final approach to landing difficult at night.The main problem is that the runway edge lights have not been replaced with the newer style LEDs... so you can barely even make out the runway edge lights; whereas the centerline nearly blinds you!The lights (centerline/edge) need to be the same type of bulb so that the light they produce is the same intensity. This would make judging the flare at night in a such a critical phase of flight significantly easier.,
1377304,atcequipment/navfacility/buildings,Several times now; including last weekend when landing at Dona Ana airport at Santa Teresa; NM (5T6) I have experienced an airport condition which put my flight at risk and I have noticed other aircraft experience the same thing. You will be delighted to know that is a problem which will be exceedingly simple to remedy and will result in much greater safety at this airport.Here is an account of what happened this weekend:I listened into the CTAF 122.725 for traffic and SuperAWOS reports; beginning 30 miles out. People were triple-clicking the mic so the surface conditions were heard every couple minutes. In each case; the wind part of the SuperAWOS was saying winds out of the SW which would favor Runway 28. It was saying 200 deg to 250 deg and up to 15kts. I announced my intention to use 28 based on this information. As I approached; I noticed 5 aircraft in the pattern announcing the use of Runway 10. I queried the other pilots as to why they were using 10 when the wind report strongly suggested 28. One pilot said the AWOS never works and the wind was actually favoring 10. I merged into the pattern and while landing; noted the windsock was a SE wind; probably 160deg at 10kts.My mistake in all this was to forget that the AWOS was reporting the OPPOSITE direction wind; during another trip to 5T6 many months ago. I landed downwind and it was not pretty. I assumed that a responsible airport authority would have been monitoring this; or have been told of the problem long ago. Here is my simple suggestion: make the 5T6 airport shut the thing off if they are not going to fix it. If the AWOS is silent; pilots are going to take other reasonable actions to ascertain the wind direction. With the AWOS actively giving misinformation; this is a pilot trap! While I was servicing the airplane; I watched a Cirrus land on Runway 28 and he used about 5000 feet of runway because he landed downwind as well.  This is a very windy airport and disregarding this problem will lead to problems.Please call the airport manager and have the SuperAWOS shut off today if they refuse to get it fixed!,
1377985,atcequipment/navfacility/buildings,Controller Pilot Data Link Communications (CPDLC) had revised clearance. [SID].HEC.... Dispatch release had [SID].TNP and Seavu2 arrival LAX; transition off TNP. We loaded exactly what was in our CPDLC clearance. Once enroute we were given a decent clearance by ATC to maintain FL240. After crossing HEC; the aircraft turned left towards the next way point TNP. ATC immediately gave us right turn clearance 40 degrees to avoid military airspace. ATC questioned our route; which we replied was what we had received from CPLDC. ATC then cleared us directly to GRAMM and the RIIVR 3 LAX. CPLDC did not indicate RIIVR 3 arrival; and dispatch release did not indicate RIIVR 3. Landed LAX without further incident.,
1378894,atcequipment/navfacility/buildings,Aircraft X was being vectored for the ILS RWY 10 approach at St. Thomas Airport (STT). Aircraft was proceeding on a southbound heading and descending to 3000 feet. Minutes later the pilot asked if he could descend to 2800 feet and I proceeded to grant the request. After the aircraft was cleared I observed Aircraft X was intercepting the final approach at 1800 feet instead of the 2800 feet assigned. Minimum Vectoring Altitude in the area was 2700 feet and intercept altitude for the ILS is 2800 feet.We were having problems on all frequencies and reception was sometimes [weak] with a lot of static on some readbacks. Main transmitters were out of service and backup frequency 132.25 was out of service because of bleed over issues on center frequencies. At the same time I was clearing Aircraft X for the approach; I was asked to do a radio check on the main transmitters on 128.65. I believe the poor reception in the frequencies and the distraction of doing a radio check caused me to miss a possible wrong readback and lose my scanning at the moment. The poor radio frequency reception on 128.65 has been an ongoing problem for months and unless something serious is done to rectify this problem I fear that a worse incident might occur.,
1379159,atcequipment/navfacility/buildings,Loss of GPS reception on Garmin 530 and 430 units upon takeoff near CRQ. The pad elevation is 256 feet MSL and the loss of reception occurred around 325 feet MSL after a westerly departure from the helipad. We visit this pad 5-8 times a month. On this departure I displayed the satellite reception page since I had a loss of reception event on [another day this month] several hours before sunrise. During climbout from helipad I saw the reception bars slowly decrease on all 9 satellites until they disappeared and I got the GARMIN advisory that reception to the units was lost. Reception returned in 2-3 minutes.,
1380989,atcequipment/navfacility/buildings,Aircraft X showed overdue in our EDST (Enroute Decision Support Tool); we talked to ZSE10 (where the aircraft would have been before entering ZLC30) they hadn't heard of him.  Their supervisor did a spurt (or whatever that search function is called that supervisors trust beyond reason because they're not taught to think for themselves just to look at numbers on a screen that are usually wrong and make knee-jerk and bad decisions based on those numbers) and it showed that we had RS'd (Remove Strip) the flight plan in our airspace. We had not RS'd the flight plan.  I'm pretty sure what happened is that the aircraft was an in/out/in flight with ZSE and ERAMs (Enroute Automation Modernization) flawed flight plan tracking requires the RS of the exiting flight plan so that it doesn't conflict with the entering flight plan. Because of this dangerous requirement of the ERAM system ZSE10 never received the overdue status and should in fact have obtained the alert before us.  Luckily we found the plane (had returned almost immediately to [its original departure airport]) and there was no need for an ALNOT (Alert Notice); however; had it been a real emergency and a plane had gone down; the time added to the ALNOT and search and rescue due to an automatic RS function could have been the difference between life and death.Not only was ZSE blissfully unaware of the aircraft that never entered their airspace and they probably should have been worried about; but when we asked about it; they were even more blissfully unconcerned because the computer told the supervisor not to worry and that we were the ones that RS's the flight plan.I wouldn't have paid for ERAM; but I guess we can't go back and fix one of the most fiscally irresponsible things the FAA has ever accomplished; so going forward I would train supervisors to think about what their job actually is; remind them that probably no action ever accomplished by a supervisor without the concurrence of an actual air traffic controller has ever been a good decision in regards to the NAS (National Airspace System); and change ERAM's 'RS' policy.  If it requires so much concurrence from the controller (a logic check) it is dangerous and irresponsible to allow that command to be entered by a computer that obviously has no idea how the NAS actually works.,
1380990,atcequipment/navfacility/buildings,My sector was very busy with complex traffic and high volume. I had many aircraft all in the same area and was trying to work through the tough session. My D-side was giving a relief briefing when he and the relieving controller realized that the slew ball and keyboard stopped working. This caused a lot of commotion and unwanted noise for me while I was trying to keep my traffic separated and I was unable to update routes and unable to get things coordinated in a timely manner with neighboring facilities and sectors. This caused a major hardship for me and I couldn't get help from my D-side. The ERIDS (Enroute Information Display System) locked up as well and it took several minutes before it was fixed. Someone from the SOC (Service Operations Center) came down and mentioned that the 'security function' button was accidentally pushed which caused the shutdown. This was a very serious and dangerous situation! It sounds like someone screwed up and caused many D-sides in the control room to stop working. Because my D-side was busy trying to figure out why the equipment wasn't working; he could not perform the duties that I needed immediately and caused me to get way behind almost having to get a tracker. This added exponentially to my work load and stress levels! Safety was compromised!Someone needs to be reprimanded for making this mistake in the SOC; if what I overheard is indeed true.,
1382526,atcequipment/navfacility/buildings,Flow Control Metering into DEN. Traffic Management Unit (TMU) informed they 'lost a runway' due to weather. Metering times increased by 4 or more minutes per aircraft. All aircraft were issued given headings and descents for delays.  Aircraft X was descending to or just leveling at 19000 feet and reported moderate mixed ice and icing system failure with overheat. Aircraft X requested a lower altitude; no emergency declared. PIREP was reported at XA:33. As of XB:10 still no PIREP in ERIDS (Enroute Information Display System) on sector. I got off position and alerted TMU. On a related note; I didn't inform management only because there were no supervisors in the area; nor was there all day.  The Controller In Charge knew; but I'm not sure they count as management; and I guess it didn't occur to me to tell the Operations Manager In Charge.As of right now the PIREP via ERIDS to TMU then back to ERIDS system appears to not work well enough to be safe/timely. I recommend a return to paper PIREP forms that alert TMU to their presence via a controller walking down to TMU and handing it to them. Either that or some form of audible alert; perhaps; that goes off in TMU when a PIREP comes down. Thirty seven minutes of inactivity on a moderate icing PIREP that caused a system failure in a turbojet aircraft is unacceptable.,
