,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1330573,chartorpublication,I was flying an unmanned aircraft which has an autopilot which was programmed to fly a grid pattern nearby within Visual Line of Site (VLOS). I was monitoring the flight when a helicopter appeared in the area. I took action by triggering the autopilot's RTL (Return to Launch location). The aircraft automatically flew back to above where I launched it from and circled once; still at it's cruise altitude. It then began its landing sequence which consists of flying out while maintaining cruise altitude then turning around and starting a 10 degree pitch approach. The landing is automatic. Meanwhile the helicopter tracked my aircraft during this process and followed it to the ground where the helicopter then landed. The helicopter pilots then exited their aircraft and approached me; turns out they were Sheriffs! They claimed I flew over them by 20 feet and that they estimated my altitude to be 550 AGL.Altitude information between unmanned aircraft and manned aircraft are different. Unmanned aircraft reference the ground where manned aircraft reference a barometric pressure and set to calibrated to MSL. Disparity in altitudes are bound to occur using different reference points. Judging spatial distance between two objects from a d=ground observer's perspective is very difficult and inaccurate at best. Abundance of altitude buffer should be practiced by all. I'm surprised that with the abundance of drones in today's society that the helicopter pilot would be flying anywhere this low for his own safety's sake.,
1331761,chartorpublication,Briefed a departure for Runway 19R with the tailwind penalty taken into consideration. During clearance delivery; Tower offered 19R for departure. Called for taxi; Tower announced an aircraft was on approach to 01L; so expect 01L for departure. Taxi clearance: 01L via D; cross 14. We completed the Taxi Checklist. First Officer said 01L-D3 and 01L-D4 were available and listed in the ATOGs (Allowable Takeoff Gross Weights) as intersection departures. I asked him to check the numbers and be sure we were within the limits. We were good for MTOW up to 28degC for 01L-D3. We requested D3 for departure and Tower accepted. Crossing 14; Tower asked if we were ready for immediate departure; we confirmed we were. Completed the Takeoff Checklist as we lined up on the runway and took-off as landing traffic was on final approach. It was at about 80 knots that I realized something wasn't right as we were about to enter the alternating red and white centerline lights. At this moment; I decided it would be more dangerous to attempt a high speed abort with such little runway remaining and elected to continue the takeoff. We rotated normally and climbed out normally; the rest of the flight was uneventful.Upon reaching 10;000 feet; we started to discuss what happened and why the end of the runway came so quickly. I had my First Officer check the ATOGs again and I confirmed with the printed version in the airplane; 01L-D3 is a valid entry. It wasn't until I cross-referenced the Airport Diagram that I understood the mistake. The data for 01L-D4 is most likely for 01L at D5 and the data for 01L-D3 is most likely for 01L at D4; based on the Runway Length Remaining of 8320 and 6320; respectively. There's definitely a typo in the ATOGs regarding this performance data that needs to be removed first and foremost so no other crews attempt a takeoff from 01L at D3 and then corrected before being returned to circulation.When we returned to ICT in the morning; we landed on 01L and slowed to taxi speed before D3 so as to determine; based on the Runway Distance Remaining Signs; how much length is actually remaining from D3 to the end of 01L. The 4000 feet remaining sign is posted just south of D3; maybe 100 feet or less; so best guess is 3900 feet remaining from D3. This cemented the fact; in my mind; that the ATOG data for the intersection departures in ICT is incorrect. The safest thing to do at this point is use full-length in ICT until the ATOGs can be corrected. In addition; anytime I consider taking an intersection departure; I will double-check the Length section of the ATOGs and compare it to the Airport Diagram.,
1331903,chartorpublication,I would like to start by saying that I believe several factors led to the development of this unsafe situation. The major contributing factor was the failure of the plow crew at the airport to advise ARTCC (by telephone in accordance with a written agreement) that they were plowing and also failed to publish a NOTAM regarding plowing operations or runway closure at the airport. The second factor that contributed to the situation was that I was fatigued and wasn't even aware of it. It was one of my first few midnight shifts this year and I am still getting accustomed to being awake between 2 and 6 in the morning. I only realized that I must have been fatigued when I heard the tapes because my reaction times to transmissions were slowed; my phraseology was unclear and indecisive; and my understanding of the potential situation was confused and not fully realized right away. There were other factors too; but not nearly as significant as the first couple I mentioned.Aircraft X checked on with a pilot's discretion descent to 16000 feet. I told them to advise when they had the current weather and the NOTAMs and the type of approach they were requesting. They stated that they had the weather and the NOTAMs and would like to do the ILS approach. I issued a clearance direct to the IAF; direct airport. I proceeded to review the NOTAMs and advised Aircraft X that there was a significant NOTAM for the runway 14 inches of snow. (This is where my confusion begins to set in. I thought that if it were really fourteen inches of snow that the runway would probably be closed. One Runway was currently NOTAMed closed so this one was open as far as I could tell.) I told the pilot that the NOTAM said fourteen inches of snow but potentially I was reading it wrong and it could be one quarter inch. I again mentioned the way it was written as one four I - N. Aircraft X responds 'Okay; uh; the word we got; uh; they were plowing the runway right now so uh; and uh; all the other NOTAMs we had showed less than; um; less than a quarter; just some patchy snow and ice. So; I; I can't believe it's fourteen. It's really kind of stopped snowing for a few hours now so.' (at this point I acknowledged the plowing; but may have been confused that it was the other runway). I responded; 'Aircraft X Roger... Sounds good; and if they are plowing that's better too and uh; just the way it reads; I didn't want to you know. I'm not too sure whether that means fourteen or one quarter you know I'm hoping for one quarter; so I just wanted to make sure you were aware. Thank you.' (Again; it didn't register in my mind that he could be talking about this runway and I feel that may have been a fatigue factor as well; because after the fact I didn't remember him even saying that they were plowing that early in our conversation.) Aircraft X responded and said the only thing that they read about deep snow with some snow drifts were observed earlier when they were taking MU readings and it wasn't on the runway. (I determined that the pilot seemed to know what he was talking about; was aware of current NOTAMs and that the runway did not have a NOTAM stating that it was closed. He seemed sure that there was enough information to land so I decided to continue to clear them in for the approach.After clearing Aircraft X for the ILS approach I told them to report their cancellation of IFR this frequency; if unable; through radio and change to advisory frequency is approved. Aircraft X responded; 'Okay; we'll switch over Aircraft X. We were just talking to the uh; field there and right now the runway's closed while they plow so; uh; we'll try to give you a heads up if there's going to be any delay.' (At this point I felt surprised that he actually was saying that they were plowing this runway and that it was closed because I didn't have any information on it other than what he was telling me. The following response I gave was because I was still confused about the whole situation and I thought maybe he wanted to overfly the airport and see what was really going on down there. Here was my response. 'Okay; uh; so right now I'm guessing you'll just head in and then uh execute a missed approach is that your plan?' Aircraft X responded that they would probably just hold at the outer marker. (At this point a full understanding of the potential danger of the situation had developed in my head and I did not think that I should let the pilot proceed any further.) I realized that the pilot was very near to crossing the Initial Approach fix and I tried to give him holding. I was very indecisive at this point and pretty much gave the pilot terrible holding instructions at 11000 feet which was higher than any terrain in the vicinity. The following exchange was uncoordinated and confusing; but the goal was to get them to stay high and hold at a fix I was familiar with. I eventually decided to have Aircraft X climb to 12;000 feet for some potential MIA (Minimum IFR Altitude) about 20 miles south.The airport needs to understand how to contact ARTCC for plowing operations. They need to understand how imperative it is to file a NOTAM well in advance of plowing the runway. I need to learn to recognize signs of fatigue and how to be clear and alert to unusual situations and to provide a safe and clear plan of action as soon as I realize something is amiss.,
1332731,chartorpublication,Prior to the flight; I checked all relevant NOTAMS through the use of 1800wxbrief.com and through an electronic flight bag program. I noted there was a NOTAM for the RNAV 17 into UAO stating 'RNAV (GPS) RWY 17; ORIG-D... MISSED APPROACH: CLIMB TO 4000 DIRECT DUBMY AND HOLD; CONTINUE CLIMB IN HOLD TO 4000.' This NOTAM was only available in my electronic flight bag software; not on 1800wxbrief.com.With a safety pilot in the copilot seat; I filed an IFR flight plan to execute practice approaches. After flying the approach; I executed the missed approach and advised Approach I was 'climbing 4000; missed approach.' After reaching 4000; ATC advised me that the missed approach procedure was 'climb to 3500 to DUBMY.' I further queried ATC about the FDC NOTAM which changed the missed approach procedure to 'climb 4000 to DUBMY.' After researching the NOTAM; ATC notified me that 4000 was in fact the correct altitude.In this case; the NOTAM in question was a D-NOTAM. There is significant confusion surrounding D-NOTAMS with both pilots and ATC. I suspect that ATC might not review all D-NOTAMs and D-NOTAMS are not displayed on 1800wxbrief.com weather briefings. A difference in expectations could have created a potential conflict in this scenario. For improved safety; D-NOTAMS should be included in all pilot briefings.,
1334677,chartorpublication,I am categorizing this as an unstable approach since I consider the Stadium Visual runway 29 poorly designed and suited for night procedures by large commercial jets. When two seasoned pilots are both staring out the flight deck at night trying to find visual cues for a runway at low altitudes while in a continuous turn to final on a charted visual procedure in VMC weather; something can be improved on. The details are that EWR was landing runway 29 due to strong/gusty winds. ATIS advertised the Stadium Visual runway 29 with GLS approaches available on request. I reviewed Stadium Visual Runway 29 and was surprised there was not a night restriction note on it since I expected that it would be very difficult to discern the checkpoints (i.e.; Meadowlands Sports Complex; Cemetery; Lincoln Park; Railway Bridge; and even the river). On initial check-in requested RNAV (RNP) Y Runway 29 which also started near Teterboro VOR but was advised unable by ATC. There is no ILS and really no other approach to back this Stadium Visual up with. I realize that east coast is a high density area; but requiring a non-local crew to fly a night visual that requires a high degree of local area knowledge to discern the checkpoints that were incredibly difficult to pick out is in my opinion a perfect recipe for an unstable approach and an approach turn stall. Flying this approach at night was very challenging in a fully loaded 737 to a 6;500 feet runway with runway lights that weren't even in sight until no sooner than 500 feet due to omnidirectional runway lights and the requirement of this procedure to be maneuvering for runway centerline as lows 500 feet and possibly less. ATC Controllers obviously have their stresses; but they should realize that when a non-local crew is requesting an IFR approach even though a specific visual approach is being advertised; there is probably a good reason for it. Additionally; this Stadium Visual which likely was designed for noise abatement; is poorly designed in general for large commercial aircraft due to the short base/final and that requires significant maneuvering down low and in close to runway. This is likely the reason that it has numerous warning in the notes about using caution when turning on final approach to ensure correctly lined up with runway. Design a more forgiving Stadium Visual or honor a pilot's request for a more forgiving approach would be my recommendations.,
1336159,chartorpublication,On descent; we asked for the Required Navigation Performance (RNP) approach 28R via EKEME transition. The controller stated 'standby'; and after a few moments stated 'cleared for the RNP Z 28R'. We repeated the clearance; and turned towards EKEME; set the correct altitude in the alerter and VNAV solution. As we approached EKEME; the controller asked if we were on the approach. We replied in the affirmative; adding that we were direct EKEME as cleared. The controller turned us onto a new vector and assigned a new altitude; stating he thought we were going to follow the north transition. There were no issues complying with the new clearance; and we landed safely following vectors to the Visual Approach.The source of the confusion is the approach plate - the RNP Z to 28R does not have any northern transitions - they are all south of the airport. The correct approach from the north is the RNP X to 28R - which has been NOTAM'd out of service for the last few months. Our request very clearly specified the RNP Z 28R approach via EKEME transition- which is the closest Initial Approach Fix (IAF) from our direction of flight. I don't know what approach plate the controller had; but ours clearly showed no northern transitions to the approach. Since our request included the EKEME transition; our expectation when we received the 'Cleared for approach' call was to go direct EKEME. Contributing to the situation is that the correct approach for the direction of flight inbound is the RNP X to 28R that has been NOTAM'd out of service for a very long time; thus requiring non-normal requests and operations. Additional issue - the original approach contained a northern transition - but the approach was later split into the RNP X northern approach - which has been NOTAM'd for some time. I don't know what version approach plate the controllers have.,
1337244,chartorpublication,TRACON was providing VFR radar advisories to both aircraft listed; ARTCC Sector called TRACON and asked if we were aware that the Rocket Launch Area in TRACON's airspace was active surface to 28;500 feet; because both aircraft were on a heading to enter the airspace. TRACON was not aware it was active and never received a call from the user for the rocket area nor was there a NOTAM that was issued for any airport nor nav-aid in a 50 mile radius of TRACON airspace. The airspace went active and TRACON was unaware of its use until ARTCC notified TRACON two and a half hours later. I have called Flight Service Station twice and talked to their supervisor to voice my concerns. Both times the supervisor did nothing to fix the issue. The NOTAMS issued a year ago showed the NOTAMS under ZZZ VORTAC; now are hidden under different facilities are not seen by TRACON controllers.  The NOTAM about the airspace should be attached/listed under the VORTAC which is in TRACON airspace. The NOTAMs reference the air space position using radial and DME off the VORTAC so it should be listed under the VORTAC NOTAMs.,
1337953,chartorpublication,During the arrival (STAR) to landing phase at SFO; we experienced numerous changes and non-normal phraseology/arrival instructions from ATC.  From XXX pushback through just prior to descent into SFO; the flight was uneventful.  Just prior to our Top of Descent; ATC cleared us to descend via; the SERFR 2 RVAV into SFO.  The clearance was then amended to descend via except maintain 10;000' MSL.  We were then transferred to NorCal and cleared to descend to 6000' MSL.  Additionally; we were given clearance for the TIPP TOE Visual to Runway 28L to cross MENLO at or above 4000' MSL.  I loaded this approach in the FMS and was prepared to fly it.At around 9000' MSL we received a call from NorCal that said we were departing Class B airspace and would re-enter in approximately one mile and given a new frequency to contact NorCal on the other side.  This seemed a non-standard phraseology and gave me pause; as if we were not following our assigned clearance.  Both Pilots confirmed; we were on the correct routing; airspeed and altitude/path.  Following check-in with the new NorCal frequency; our clearance was changed to an assigned heading and cleared for the ILS 28L; to cross HEMAN at or above 3100' MSL.After the ILS was intercepted; and we were on final; we were again instructed to side-step to Runway 28R for landing on that runway.  That approach and runway was loaded into the FMS by the Pilot Monitoring and the approach and landing was flown without incident.  After shutdown; both Pilots discussed the high number of changes and the non-standard Class B airspace call during arrival into SFO.  While all changes were handed well by both Pilots and we were able to stay ahead of the changes; there was the high potential for error/safety incident in the dynamic high traffic ATC/SFO environment.In the dynamic and high traffic volume SFO airport; ATC should refrain from multiple changes; if possible. All these changes challenged the Crew to stay ahead of the aircraft and maintain Situational Awareness.  During this arrival; it was a very high work load that was challenged by a nonstandard Class B airspace call and multiple changes.  While both Pilots successfully/expertly aviated through the challenges; it allowed the potential for errors and/or a safety hazard.'],
1339202,chartorpublication,Based on a past constructive phone conversation with our ATC Liaison Chairman; listening to an argument between a pilot and Houston air traffic controller pertaining to a descend via clearance plus having just flown the ANTHM2 RNAV arrival into BWI; it has finally prompted [me] to write this [report]. I find it fascinating in our industry how change causes the pendulum to always swing from one extreme to another thus constantly unbalancing the equation. The sole purpose of this [report] is not to look at any one specific SID or STAR but to raise awareness from a process and global perspective. In this instance I would recommend viewing the complex nature of the ANTHM 2 RNAV arrival BWI as an example.It appears much of the focus during the implementation phase of RNAV procedures has been on automation and efficiency with possibly some of the weight being lifted from the ATC folks. However; from a pilot's perspective; the result has been a heavier burden and workload in the cockpit. The lateral guidance associated with the SIDS and STARS appears to be a positive improvement; but on the other hand; the vertical and speed portion of the procedure is dysfunctional in many cases.From a safety and process perspective; every altitude restriction and speed change has to be perceived as a threat. Having been a past Safety representative; our task was to minimize the threat environment and mitigate risk; not to increase it exponentially. The design and development of the RNAV procedures is heavily dependent on automation; which in some cases fails to meet the criteria; requiring pilot direct intervention.For example; at times the FMGC will plan to cross a required fix 1;000 [to] 2;000 feet high; leaving it in the hands of the pilots to identify and correct the error prior to failure. In many cases; there is much confusion amongst the pilots and controllers once any parameter associated with a descend via clearance has been modified; thus once again creating another type of threat.Unfortunately our world is dynamic but the design of these procedures is typically best built for standard conditions. Coming from a person who is extremely process oriented; I would classify the RNAV SID's and especially STAR's to be over designed. I realize there has been a lot invested into these procedures and they are here to stay; but please take a moment to honestly look at some of the more complex STAR's and count the number of threats; keeping in mind the high velocity of the aircraft and the mental gymnastics we do on a routine basis to meet the assigned parameters. Just because the aircraft FMGC is programed to descend via an automated vertical flight path; doesn't provide the pilots with immunity; which suggests simpler is better!In referencing our operating priorities; this is a complete process failure. The operating priorities are inversely applied. For example; the SIDS [and] STARS do benefit efficiency from what I have been told; however; definitely limit our ability to affect On-time performance; reduce passenger comfort with the constant use of speed brakes; plus frequent pitch changes and most of all; sacrifices the almighty safety aspect just based on threat environment alone.  Besides issues associated with actually flying the RNAV procedures; charting is not standardized; thus creating another classification of threat. The shear mass of information we must cross check or enter from the charts leaves room for error. Technology is a wonderful thing; but only when used within its proper capacity! In this case; I would strongly suggest rebalancing the equation. If SAFETY is truly our top priority as an airline and more importantly as an industry; then this issue needs to be addressed in a proactive manner! Don't forget the old adage; FLY THE AIRPLANE!!!!! Thanks for your time and consideration! Hopefully these comments will stimulate a thought process and gain some traction towards re-analyzing our RNAV threat environment; as we shouldn't have to apply the CRM/ Threat and Error Management (TEM) Model on a descend via clearance.,
1339943,chartorpublication,Nearing LAS we anticipated and briefed an ILS/Visual approach. Upon contacting LAS TRACON we were told to expect a Visual Approach to Runway 25L. As we neared the airport; we saw Runway 19L. When we told TRACON that the runway was in sight; they cleared us for the RNAV Visual 19R. We selected the RNAV for the runway in the FMC but could not find an RNAV Visual Approach on the IPAD. We were rapidly approaching the airport when TRACON asked us why we were not going to the TRROP fix. We told TRACON that the fix was not on our approach chart. They indicated that this was a common problem; cleared us for a Visual Approach which ended with an uneventful landing.,On arrival into LAS ATIS says using Runway 25L. Briefed approach 25L and on descent around 7000 feet Approach says the wind just picked up out of the south gusting 24 knots making 25L a big crosswind leg so they offered RNAV 19R. We said fine. Went into the box and into the iPad all at 6000 feet to change runway to RNAV 19R. Then ATC says the runway is ahead so we accepted a visual approach with the RNAV 19R as backup. All the while we are descending and getting closer to the runway and now in a hurry to get down. While trying to keep up ATC says it is RNAV visual 19R which we are doing the visual to RNAV 19R. Looked in the box and saw 2 RNAV approaches and on the iPad too and saw no charted visual RNAV 19R. Turned 15 degrees right to give room to get down on the visual and ATC immediately says why aren't you flying the charted visual? We responded that we didn't have it and they gave us vectors. There were no terrain or traffic conflicts. ATC says over the radio this is a very common problem and that all crews are not following the charted RNAV 19R visual approach. We would have flown it if we could have found it in a timely manner. As we had the RNAV and then the RNAV visual approaches given to us all within a minute or two after planning on 25L.
1340863,chartorpublication,Preflight preparation involved flight plan review and NOTAMs with applicable information. In the NOTAM section of our plight plan package there was a note (Jeppesen [NAVDATA] change notice): PEBLE6 RWY27 initial course should be 275 degrees. When departing from 27 and handed off to departure I checked in with altitude passing and on a 275 heading. He asked if we were on the PEBLE6 and I said affirmative. About a minute later he asked if we were on the PEBLE6 again and I said steady on 275 degree heading. About 30 sec later he gave us direct PEBLE intersection and then a phone number for a possible NAV Deviation. Our flight continued normally.After shutdown I called our Dispatch manager and asked about where we get NOTAM info and he indicated from JEPPESEN. He also indicated that there have been some issues with NOTAMs not dropping out when they expire. I then called So Cal Center with the number given by ATC. I explained all of the above and he took the info he needed; gave another number and [I] explained again with the airspace MGR. [He] said it would go to FSDO. We were given wrong information on a NOTAM that apparently did not exist. On departure control [perhaps] if he saw a deviation he could have given corrective heading. (We have visual with aircraft that departed ahead of us). The concern for me as I expressed to everyone I spoke with; future releases of [Company] aircraft with this bad information.The error occurred internally through the vendor and Dispatch and as flight crews we could not have known. I will now carry additional personal iPad with ForeFlight and double check against NOS and Direct FAA info. Note: At no time was this flight in danger; preceding aircraft was in visual contact and no TA generated.,
1341352,chartorpublication,Aircraft X checked in climbing to 14;000 feet on a 017-heading. The heading was unreadable to me. RADAR controller cleared to climb; he was pointed out to sector 47 already. The pilot checked back and made a correction to the initial heading he gave us; he said instead he was on a 180 heading. The RADAR controller acknowledged and cleared the aircraft direct BUZRD; on course. Aircraft read back and verified what sounded to us as BUZRD. Shortly I noticed the aircraft was making a sharp right turn into sector 47's airspace. I notified the sector 18 RADAR controller immediately and initiated a call them with sector 47 RADAR controller. I initiated a point out as I didn't know what the aircraft was doing; heard the sector 18 RADAR controller issue a left turn which I passed along to 47; and the sector 47 RADAR controller stopped his traffic at 16;000 feet. After that call; we quizzed the pilot as to what had happened. He advised us that he was cleared via the BLZZR3 SID; while we showed him cleared via the SSOXS4 departure. Once we verified his routing; we got him back on course. It turns out the flight plan the aircraft showed as issued and what the pilot had in front of him were two different things. The pilot says he was cleared on the BLZZR3; and he was reading back direct BLZZR. To us; the aircraft would have no reason to read back BLZZR; it's not on the SSOXS4 departure and it sounded to me like an odd pronunciation of BUZRD. Also note that it seemed that the co-pilot and pilot were sharing radio responsibilities and I remember hearing two distinct voices reading back at different times.The Controller in Charge (CIC) happened to be there to observe the whole event and he took over the situation of discovering what happened with the routing.Change BUZRD fix to something not similar to other departure fixes; in this case BLZZR. This should never be an issue if the aircraft's routing is correct; but they sound very similar and this is now a confirmed issue.,
1342113,chartorpublication,We fly in and out of NGU (Norfolk NAS; Norfolk; VA).  I think the TAKE-OFF Minimums on the Jeppesen 31-1 are incorrect.  I have a Jeppesen 31-1 dated 11 Dec 09; which (correctly) shows Runway 28 Take-off minimums as:  Adequate Vis Ref 1/4; and STD 1 (1 & 2 Eng). At some point; Take-off Obstacles for Runway 28 was updated to include Stadium Lights.  This caused Jeppesen to change the TAKE-OFF Minimums to N/A.  Really this means that we need to be VFR to takeoff on Runway 28 at NGU.  I wrote to Jeppesen and sent in the DOD document on Takeoff minimums; but they cited a US Navy document and did not respond to my second query.  I will send the information to company Safety.  The Stadium lights for runway 28 are 74 feet high and 2;327 feet from the Departure end of the Runway (DER).  The TAKE-OFF Obstacles for Runway 10 are TREES; which are up to 100 feet tall within 1;500 feet from DER.  The TREES are HIGHER and CLOSER to the DER.  I think the TAKE-OFF Minimum criteria was incorrectly applied to RWY 28.  I tried to correct this but have not been successful.,
1342576,chartorpublication,The requirement to have ATC announce the 8;000 foot change at ARCHI (MENLO has the same issues) and the subsequent verbal response and verification by the pilots has created undue and unnecessary verbiage during a critical phase of flight. The NOTAM has been in effect through a number of [publisher] revision cycles and still has not been incorporated. As a previous ATC specialist I recognized the burden it is placing on the NORCAL controllers as well as the pilots. It has obviously been through the proper Terminal Instrument Procedures (TERPS) process and through NOTAM it is implied that it's official and a safe procedure. Please let me know why we have not gotten past the 'temporary' permanent calls of the 800[0] foot exception? I have heard the frequency become saturated with read backs when the controllers are trying to conduct handoffs and pass clearances and traffic callouts; all priority calls in a charted visual environment where visual separation requirements are placed upon the pilots. Simply put the unnecessary call outs should be eliminated. The procedure is either good or bad but in either case we are making it worse with all the radio chatter. Let's get it published and quit delaying the procedure. Thanks,
1344405,chartorpublication,We were deviating south of course around Thunderstorm activity. This caused Center to say ' I'll be losing you on Radar; fly present heading and intercept [airway] to [fix] direct [fix] Maintain FL320'.  The PF (Captain) put the radial from [fix] into the FMS and we began to intercept it. At this point Center said that he still showed us East of the [airway]; but we lost communication with ATC at that moment before we could verify what radial ATC wanted us to intercept.  We were trying to verify what course ATC wanted; and also were working our way around the thunderstorms. For several minutes; we were unable to contact ATC for clarification. At this time; the Captain said on Center Frequency and on Guard Frequency that he would be 'Exercising Emergency Authority' to deviate around the weather.We were then able to regain radio contact with Center; and Center expressed concern that we were not on [airway]; and then issued us a clearance to climb to 33;000 feet as a precaution to be sure that we didn't get within 20 miles of separation of another aircraft. We reported level at 33;000 feet; and Center was satisfied that no loss of separation had occurred.  Minutes later; he regained radar coverage; and we completed the rest of the flight uneventfully.The difficulty in complying with the clearance to intercept [airway] from two factors: The wording of ATC's clearance led us to believe that we were south of [fix] when in fact we were a little bit south of [fix]. There is a bend in the airway at [fix]; so intercepting the 142 radial; was not accomplishing what ATC wanted. We could not get [airway] to show in the FMS; because we didn't have the anchor point South of [fix].   Our Jeppesen Chart cuts off at the border; and does not show the bend in the airway; or anything South of [fix].This would have been rectified easily with a radial from ATC; but we lost radio contact before we could get one.,ATC starting vectoring us and other aircraft south of our course for weather. This went on for hundreds of miles and we were south of course paralleling our route. The weather continued to build and we continued to parallel course to the south. I noticed we were approaching the FIR. The controller then said we were going non radar and said to continue on our heading of 265 and to join [route].Actual clearance. Never heard of [airway] but found part of it on charts. It extended from [fix] to [fix] intersection. Quickly anchored off of [fix] on fix page then legs. Selected LNAV and thought everything was good not knowing there is a bend in the airway because we don't have the Chart for that on Domestic. There is a chart which we don't carry so didn't see the bend in the airway. ARTCC asked why we were turning when we were still east of course. We said we were joining the airway which we weren't actually. Then we lost contact with him and were headed for weather. [We deviated] for weather and turned back towards the inbound course. We then re-established communications with center. He scolded us and told us to climb 33;000 feet. He said that there could have been a loss of separation but there was not.Chart ZZZ would have helped to see the entire airway.
1349407,chartorpublication,I was the pilot flying. We were at our cruising altitude when ATC gave us direct Charlottesville. I selected the fix on the FMS and confirmed with the captain and he agreed. Shortly after ATC asked if we were direct Charleston. The captain replied; negative; we are direct Charlottesville. ATC said that he wanted us 10 degrees right and to proceed direct Charleston VOR which was HVQ.  ATC did not give us the phonetic ID on initial assignment.This controller was hard to understand. We proceeded direct HVQ (Charleston); got a frequency change and flew on uneventfully to Charlottesville.Charlottesville and Charleston sound very similar on the radio. We did not verified with ATC whether he wanted us direct to the airport or the VOR.When there are similar sounding fixes including airports that could be confused with each other; ATC should state the fix using the phonetic alphabet. Also; we as a crew should always verify fixes with ATC no matter how many times we have flown the same routes. Complacency played a part in this event because at the end we are the ones flying the airplane and responsible for its lateral and vertical paths of it.,
1349522,chartorpublication,We were filed on NAT C with a routing of Gapli Dinim N50W020. While requesting our oceanic clearance and a review of both Jepp Pro in the IPad and the Jepp paper enroute chart seemed to show a disagreement in the labeling of airspace from Gapli to Dinim. Jepp Pro showed that airspace a EGGX or Shanwick Oceanic; Jepp AT 1/2 Chart showed that airspace as Shannon domestic ATS. Also touching and holding Gapli in Jepp Pro to look under 'usage' Jepp Pro indicated Gapli as the Oceanic Gateway Point; which I believe is incorrect. Where this has a bearing is that if Gapli were in fact the Oceanic Gateway fix for entry into EGGX; that would be where we would be using that as the entry point for the oceanic clearance and NAT; which it was not. We requested our oceanic with the entry of Dinim and received our oceanic clearance properly. We then called Shanwick Clearance on voice to confirm that Dinim was in fact the oceanic entry and were told that Dinim was the entry point and Gapli was in Shannon domestic airspace. It appears according to that information; that Jepp Pro is not depicting the airspace properly. We also sent an ACARS [company message] to alert the nav database people of the issue; but not sure if they handle Jepp Pro issues or just aircraft onboard database issues.No deviations; but airspace questions on the disagreements between the paper source doc and Jepp Pro. There were no enroute NOTAMS indicating an issue to the airspace depiction disagreement; or company NOTAM; or bulletin that was current; that we were aware of.,
1349554,chartorpublication,I was the non flying pilot and had been briefed for the minimum descent altitude on the airway coming into MMSD. Prior to MARUX we were given the cleared for Approach. The Captain flying briefed the 8000 feet until MARUX and then at the next 15.0 dme fix 3600 feet to 11.0 Dme. As we were cleared for the approach the Captain armed the approach and got the Approach Nav and Final annunciation. When final captured we started our descent to 3600 feet. Upon reaching 3600 feet we were yelled at by ATC that we were not cleared to descend below 6000 feet as it was below Minimum Vectoring Altitude of 5100 feet. We both noticed we were on profile and at this point we were both confused due to the on profile indication. We continued on in day VMC with airport in sight and were cleared Visual Approach while tracking the approach profile. Upon landing we debriefed the event and noticed that in fine print that the segment after MARUX and before the 15 Dme fix was 6000 minimum. After 15 Dme the 3600 min until 11 Dme applies.We both missed the 6000 foot minimum restriction on the chart and it is not coded into the approach in NAV Data for the VOR Approach. Given the VFR conditions; we continued the approach and landed visually. We should probably have climbed back to 5100 foot MVA or 6000 feet for 4 miles and then continued descent to 3600 feet on the approach. The event occurred because we did not properly brief the altitudes on the approach chart.,
1351533,chartorpublication,PLFMD 1 Departure is confusing. In one place it says to turn AT 560 ft and in another place it says above 560 ft.,
1354018,chartorpublication,There was an active SIGMET that was not known to the sector I was relieving. A SIGMET for forecast severe turbulence between 25000 and 40000 feet. The SIGMET potentially affected every aircraft in the sector. It is a position responsibility of the Controller in Charge/Front Line Manager to enter and update SIGMETs in ATOP platform. Since the position responsibility was not fulfilled; I requested the Front Line Manager that the SIGMET be entered in the system. I was going to enter the SIGMET and was told 'NO.' Refusing to do this has very serious safety implications if not done correctly every time. It appears from the incident described that one or more people who are qualified to work the position but do not know their position responsibilities. This particular incident also indicated a disturbing lack of teamwork or regard for the safety of air traffic. This has recently been brought as a 'problem' in the high area and it would appear it is not being properly addressed. I filed a similar ATSAP about 2 years ago and again it has not been properly addressed. The Front line Manager did not like the way that Russia writes the geographical parameters of their weather information so they made the decision to not give the pilots or the controller the information.Train or re-train qualified Front Line Managers on their position responsibilities. Re-training on significant meteorological conditions. Train team concept/support of operation. Enter and update SIGMETs; and do the rest of SOP ATOP Front Line Manager position responsibilities.,
