,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1441407,incorrect/notinstalled/unavailablepart,Release stated that maintenance had installed new FMS load for MD11. We did not notice that aircraft was loaded with wrong FMS load until 3 hours into flight; only that the database was current. Manually loaded points for arrival and approach in SBKP; uneventful.We missed that this aircraft was erroneously loaded with the 757 database for its FMS. Pilot handbook says to check current dates but says nothing about checking the specific load too (load is even 'X'ed out in the example diagram). Only in a small section in the FOM (Flight Operations Manual) does it mention to do this; and with over 20+ years together on this aircraft; we had never heard of this event ever happening; much less experienced it.1. Load the correct database for the specific aircraft.2. Continuing complaint that we should not have to look multiple places for standard procedures; too easy for something to be missed! The FULL and correct procedure should be in the pilot handbook.,If I recall correctly I was assigned to do a few nav data updates. A few [aircraft type removed] and an MD11 were assigned to me. I accidentally loaded the wrong software into the MD11. I did not see any indications or problems with the FMCs and I confirmed the newer dates of the upload were correct. Everything looked normal to me and I was not aware I had made a mistake.
1441559,incorrect/notinstalled/unavailablepart,The O2 masks on the 737-800s I was on this week have a data plate that says approved to 40;000 ft. The 737 is approved to 41;000 ft. Is there something about the mask data plate that is incorrect?,
1443231,incorrect/notinstalled/unavailablepart,I was tasked to remove and replace the upper actuator on the left hand thrust reverser; on the Number 2 engine. The rod end was written up for being broken. Looking for the part number; I looked through the IPC and was having difficulty looking for an available part. The IPC points you to the GE CMM and notates GE Spec 1477M56P03 for applicable alt part numbers. When looking in the CMM for the CF680C IPC (78-32-11-10 Item 16A); it shows part number 3275538-3; that also cross references to our IPC for the MD-11 (78-32-15-01 Item 40). In the CMM; it shows 2 part numbers in the comments as ALT PN 3272602-3 and 3272602-4. Another contributing factor to the confusion; when ordering either part number in the company system; both part numbers; 3272602-3 and 3272602-4; show up as the same CPN (Company Part Number). As I was comfortable; I was installing the correct part on to the aircraft; I continued with the install.I was notified four days later of the possible incorrect part install by a company QA auditor by email. I then did the research and provided him with screen shots and documentation showing all that I have explained. Also; I was contacted by email and by phone and I was explained that starting at the buildup process; Form 8130; and company serviceable tag were possibly incorrect; and that the part may have been incorrectly tagged from the vendor.Possible corrections could be to clear up the confusion between the manuals if the part number applicability is incorrect; and correct the CPN confusion that makes it seem that the part is interchangeable; especially if the parts are not compatible between 2 different aircraft types.,
1453271,incorrect/notinstalled/unavailablepart,While removing and replacing the #2 Main Wheel Assembly (MWA); [two maintenance technicians] were notified that there was no nitrogen available on the field. It was later discovered that a NOTAM was put out on this situation but no one was notified. While searching for nitrogen; the Ground Handler found some across the field. When he brought it to the airplane; [the maintenance technicians] found that the adapter was not set up for our tooling. While attempting to remove the adapter that was excessively tight; the wrench slipped off the nut and impacted [one of the technician's] finger causing a laceration. He then applied First Aid; finished the MWA replacement. Went back into the airplane to change the bandage at which point he was directed to go to the doctor to get further care which resulted in 3 stitches; a tetanus shot; and anti-biotic. He then remained in ZZZ while [the other technician] continued the trips until the aircraft returned. [The injured technician] then finished the mission and returned home.,
1470177,incorrect/notinstalled/unavailablepart,Reassigned to operate flight to ZZZ1. Walkaround was normal. After pushback the number 2 engine auto shutdown due to an impending hot start. No limits were exceeded and the QRH was followed. Maintenance was contacted and we were towed back to the gate. Maintenance met the aircraft and pointed out that an additional vortex generator had been improperly installed on the number 2 engine cowling. We were then notified that this grounded the aircraft. We deplaned the passengers and turned the aircraft over to Maintenance.,Return to gate event; aborted start; maintenance called to gate reference previous start anomaly. In the process of inspecting the number two engine exterior; the Maintenance Technician noted improper installation of forward nacelle section (installation had occurred two days prior). the forward section of a number one engine nacelle had been installed onto the number two engine. Aircraft was removed from service.Classic case of expectation bias. Aircraft had been in service for two days with this installation but it took a heads up Line Mechanic to note the discrepancy.
1473485,incorrect/notinstalled/unavailablepart,During inflight medical emergency; tourniquet discovered missing from sealed IMK (Inflight Medical Kit). Additionally; no red biohazard bag packed in sealed Grab-n-Go bag.Medical professional requested blood glucose monitor; informed not part of basic IMK contents. Third request this year for similar device during medical emergencies. I recall this being a request during my previous time as analyst. Request this device be added to kit since it offers medical health care provided a greater understanding of ill passenger's condition. Nurse Practitioner was very surprised to learn that [the company] doesn't carry such an inexpensive device in our medical kits.Related to same event; delay incurred in rendering necessary care for ill passenger due to basic information regarding passenger not being relayed by POC (Physician on Call) during initial notification of illness (see suggestions below).It's still unclear if flight deck crew failed to provide initial info in a timely manner; transmission was not received by dispatcher; or POC's response was simply untimely. Regardless; this lapse delayed necessary and sound medical care to an ill passenger. [Medical emergency info] was provided to flight deck crew during initial notification (45 minutes after takeoff). Passenger stabilized and didn't require additional care until 1.5 hours prior to landing. It was during that time frame that nurse requested to start IV in order to hydrate and establish a line should additional drugs be required due to heart condition. Requested authorization from flight deck (through POC) and was told (by FO) that dispatcher/POC was delaying approval since they requested information previously sent immediately after take-off (age; sex; basic health condition; etc.) After a 20-25 minute delay; I called the flight deck informing this passenger could wait no longer; thus requesting 'captain's authority' to override the POC and give the Nurse Practitioner approval to start I.V. for ill the passenger. Captain approved my request. However; the delay (and haphazard line of communication) was unnecessary and bordered irresponsible on [the company's] behalf.,
1478923,incorrect/notinstalled/unavailablepart,This was a normal operation and everything was proceeding well during the preflight. The Oxygen mask was preflighted according to section 3 of our Flight Manual the way I had been taught. Our FM states: 'Oxygen Panel: Check that mask is properly stowed and Normal/100% switch is in the 100% position.'Years ago my Instructor said that meant the doors are properly closed and the red mask handle is readily available to place the mask on your face. There was no need to open the doors. Everything checked out according to the FM specifications. Upon our crew rest break the O2 mask was removed and it was discovered that the mask did not match the same type as the Captain's mask. Upon further inspection the O2 mask was not the right type of mask for the O2 mask box that was installed. I knew this was not acceptable because of a previous O2 mask failure experience. When placed in the box the way it was; the mask appeared to be normal until it was removed.The mask appeared to work normally and the discrepancy was reported.,
1482661,incorrect/notinstalled/unavailablepart,After establishing communication with the Tug Driver I released the brakes and was cleared to start engine 2. Roughly 4 seconds after beginning the engine start sequence; the Tug Driver requested we abort the engine start. I conducted the engine start abort memory items and then called for the checklist. After completing the checklist I asked what the reason for the abort was. The Tug driver mentioned that the wrong 'plate' was attached to the tug and was too small for the Q400. The tug driver didn't want us to have an engine spinning as they tried to correct the issue. I thanked the tug driver for making the right call and keeping our operation safe.I've noticed a large pressure across our system; at all levels of the operation; to turn planes as quick as possible to have no delays; and if we do have a delay then to start pointing fingers at whomever is to fault. After such a challenging season with our performance; I understand the push to get our operation back on track; but I think that pressure is being applied in the wrong places and safety is starting to be sacrificed for the zero delay metric. This tug driver noticed something was wrong and spoke up; potentially saving us from another safety event; but the plate being used should be verified before we get to that point. We can focus on hitting zero delay or we can focus on doing things right; usually one parameter will bow to the other. My recommendation would be to make safety the uncompromising priority again.,During the pushback process; the captain began the engine start sequence on the number two engine after being cleared by the pushback team. Immediately after commencing the start sequence; the captain was told by the tug driver to stop the start. The engine start was aborted. The ground crew said they called for the start to be stopped because the wrong plate was attached to the tug for the Q400 and the crew would have to disconnect the tug. The crew ran the Engine Start Abort checklist successfully; completed engine start; and pushed back from the gate once the rampers had correctly configured the tug.Ensure the correct plate is on the tug prior to commencing capture of an airplane.
1483074,incorrect/notinstalled/unavailablepart,While doing the first officers preflight inspection; I discovered the wrong part installed on the Emergency Enter and Exit window. The window has a retainer clip that allows the first officer to lock his window; effectively locking the emergency entry modification on the first officer's window. Thus locking out first responders in case off an accident or even incident. This is the second aircraft I discovered with the incorrect locking mechanism. It is my belief that we have a problem with installing the correct part; on a safety sensitive system on the aircraft or perhaps on the fleet of 767 freighter conversions. Our fleet as well as other 767 freighter operators should have this checked.,
1487260,incorrect/notinstalled/unavailablepart,Installed incorrect bearing part number in the inboard wheel half serial number aug92-0739. Incorrect bearing part number M224749 was installed instead of correct part number 68462.,
1487596,incorrect/notinstalled/unavailablepart,Flight pushed out on time. Captain was PIC (Pilot In Command) in the left seat; First Officer as PM (Pilot Monitoring) in the right seat; [myself a relief Captain] in the middle observer seat and a [Relief] First Officer in the left observer seat.While still hooked up to the tow tug; abeam [the] gate and with two engines started; [the Relief] First Officer encountered trouble with his 5 points quick release harness (hard to close and extremely difficult to release. It would not release via quick release tab and took extreme force tugging on the belt to release it). Relief First Officer communicated the issue and I confirmed the troublesome operation of his belt. Captain asked on headset for Maintenance to come back onboard via the E&E door. Maintenance confirmed the problem with the belt and left the aircraft to secure a borrowed belt. The cockpit crew coordinated with ATC to stay put until a decision was made to either continue; or return. The (Dispatch Deviations Guide) DDG was checked for possible relief; which the DDG did not offer (Most Observer Seat equipment can be deferred; but the seatbelts and O2 are not part of it. A note makes it the PIC decision based on safety and; as was decided by the Captain; the non-functioning seatbelt was unequivocally a required safety item). He called Maintenance Control Center (MCC); Both MCC and local Maintenance agreed a return to the gate was warranted. It appears the installed belt was the wrong part and the tab was thicker than the other belts; was of a different geometry and with squared hole and tab in lieu of the required rounded tab and round hole. See attached picture of placards on correctly installed belt on trouble-free middle observer seat versus picture of placard on removed belt from left observer seat.Maintenance provided [the] Captain with the signed-off logbook; The corrective action was clearly in contradiction with the observed performed Maintenance action as it stated 'cleaned mechanism of debris ops check normal' when the belt portion was actually replaced. [The] Captain declined the logbook based on the misleading corrective action. Maintenance brought back the logbook with the original incorrect corrective action lined through and the new corrective action properly annotated underneath (See attached copy of logbook page). Captain accepted the Logbook sign-off and the flight departed. [Flight Operations] called [the] Captain directly on his personal phone to inquire as to the reasons for the BTB (Block Turn Back).,
1490507,incorrect/notinstalled/unavailablepart,Aircraft was in the hangar for maintenance when I walked by the tow bar and noticed that it had standard AN Bolts installed in the head where shear pins should have been installed. I then tagged out this E-190 tow bar. I then called the GSE (Ground Service Equipment) vendor for it to be fixed. They never showed up to fix the bar. I then went to the gate to get a serviceable bar. There I found 2 more tow bars also with AN bolts installed. I tagged these out as well and notified my supervisor and manager. Towards the end of the shift I noticed that all the tow bars that I tagged earlier in the night had the tags removed and were not fixed.  I received a follow up email from management tonight saying that [the GSE vendor] had no supervisor on duty Sundays and that another employee from dayshift was going to check the bars. This is a serious safety issue someone is going to get hurt or Aircraft damage is going to happen.The GSE vendor employees seem to be inadequately trained; understaffed; and do not have the parts to fix the equipment properly. Also; the employees have a very hard time understanding what you are telling them is broken due to language barrier. There needs to be someone in charge on shift at all times at the Vendor GSE shop. The employees need to be retrained on the equipment they are maintaining and have access to parts. Need to communicate to employees that it is not all right to pull out of service tags without properly fixing the equipment. If the Vendor cannot properly maintain our equipment then it should be brought in house to the [company facility] GSE department. Safety needs to be made a priority at [our company].,
1502491,incorrect/notinstalled/unavailablepart,During engine start; first flight of the day; the aft cabin fire extinguisher began to discharge Halon. Not from the emitter but from the junction of the bottle and the high pressure regulator. The Flight Attendant; who was walking by doing her pre-departure checks; heard the leak; saw the Halon; and used blankets to contain the gas. Returned to the gate and opened forward cabin entry door. The Halon had dissipated by then and; without a replacement extinguisher; the passengers were deplaned. Probably dissimilar metal corrosion between the bottle and high pressure valve combined with a cold night created enough of a gap in the seal. Remove the valves from the bottles and inspect the tolerances. The hydrostatic test may not be sufficient. This failure takes the aircraft out of service.,
1507374,incorrect/notinstalled/unavailablepart,During descent around 20;000 feet we experienced a loss of both FMS 1; FMS 2; Auto throttle; VORs; terrain; my moving map display; vertical profile; and all navigation. The first officer was pilot flying; and after cancelling the caution messages we received (flight director later mode etc.); the aircraft had defaulted to roll mode and FPA mode. The first officer attempted to engage flight level change multiple times to initiate a descent however he was unsuccessful and could not engage flight level change. We tried vertical speed and were successful. It took a few attempts to engage heading mode since the aircraft no longer knew where it was. Both FMS's deleted the flight plan and performance and blacked out and then showed FMS timeout on the screen. I had terrain up on my screen and that also failed and turned off (which I wanted up since we were flying in mountainous terrain). I informed ATC that we had lost our navigation information and would like a vector; he informed me that he was unable due to the fact that he did not have radar coverage. We were finally able to get the FMS working and hard tuned a VOR and centered up the needle and flew towards the VOR then outbound on the VOR-A approach and completed the approach using raw data. The Auto throttle eventually came back and we were able to use those; the terrain also eventually came back. We were however; unsuccessful in being able to load an approach or runway or anything navigation related for the rest of the flight. The rest of the flight happened without incident. Upon landing I informed the mechanic who met the aircraft about what had just happened and advised him that I will be shutting down the airplane for a few minutes to reset it and then start it back up. The maintenance messages from MFD 2 showed: Flight Management System 2 Data is invalid which resulted in the FD lateral mode off and FMS 2 fault caution messages to appear; and FMS 1 data not valid which resulted in the FMS 1 fail message. The mechanic then proceeded to inform me that this is a 'normal occurrence' with [Company] 175s every time they come into ZZZZ and that apparently the navigational information is not in the aircraft's FMS database. I find this extremely unacceptable that we are operating regularly scheduled flights to an airport that is not in the aircraft's navigational database. And for the fact that the mechanic told me this is a 'normal and repetitive occurrence' is not okay. There is nothing normal about this and this poses a potentially dangerous situation especially if weather is present. I spoke with another pilot who informed me that the same thing happened to him a YEAR AGO when he went to ZZZZ. The FMS needs to be updated to include ALL airports we fly to.,
1513280,incorrect/notinstalled/unavailablepart,As slides [were] coming in for testing (functional) in our shop we noticed that the battery part number is different than we were using and the battery lanyard is different as well. This slides are manufactured in January 2015; so it's their first time to come thru. Being observant we noticed this difference and our fellow worker contacted [part manufacturer]. We've notified the company that the wrong battery per [part manufacturer] has been installed for some time. Nothing we could've known about since [the company] and our leaders such as engineering never provided the proper information regarding a parts change. Have [company] purchase the correct battery; and have our engineering department update us with any future changes.,
1522517,incorrect/notinstalled/unavailablepart,On several flights during preflight this month on different planes with modified DV Window mounted modified Chart Holders the Chart Holder has been turned around so that it impedes the DV Window from being opened. The aircraft listed above does not include all of the aircraft affected. Upon speaking with other CAs it has been brought to my attention the Maintenance is under the impression that this condition is not possible. In my opinion once is an anomaly; twice may be a coincidence but three times is a trend. Notice in the video attached that there are visible rivets forward of the Chart Holder. These are the ones that are Modified Chart Holders that can and have impeded the opening of the DV Window. It appears that right handed people are turning the mount around so they may use it as a writing surface without the Chart Clip in their way. It should be memo-ed that spinning the Chart Holder around may impede the DV Window from opening; especially on aircraft with the modified Chart Holder.,
1531251,incorrect/notinstalled/unavailablepart,The new Tipp Toe visual to SFO has an intersection called CHERA; which is not in the FMS database and has no way of identifying it via ground based NAV aids. Also; it specifically states to intercept Runway 28L Localizer when in fact we were cleared for the Tipp Toe visual to Runway 28R. The chart says nothing about intercepting 28R Localizer; and it tells you to fly a 310 heading after CHERA (which you can't identify).,
1531460,incorrect/notinstalled/unavailablepart,Aircraft X needed a fuel cap installed due to it missing from aircraft. Maintenance received a radio call reported by the fueler that a fuel cap was missing and thus applied the proper Crew Deviation List (CDL) application and thus deferred the item legally. Sometime later another radio call came in indicating that the Captain would like the log cleared as there is now a fuel cap installed. The tech was surprised at this news as he did not install this mystery cap since he applied the CDL earlier to address the problem. After investigating the issue he found out that the fueler installed an uncontrolled fuel cap on the aircraft. [Found] out that fuel caps are being purged from [company] spare stock with certain part numbers effected. The issue at hand here with a viable question is; how and why does a subcontractor have access to fuel caps that are uncontrolled floating around in their hands? These are all [different aircraft model] parts that are controlled by the Aircraft Maintenance Department. The [maintenance technician] removed the installed fuel cap and maintained the Deferred Status of the Fuel Cap.,
1533432,incorrect/notinstalled/unavailablepart,Used consumable part recertified with status 'tested' on [FAA form] 8130-3 based on 'bogus' procedures - FAA should be [notified]. Part Number: 272A1552-3 Tube assemblies - hydraulic; wing trailing edge; left inboard; ordered [for the aircraft] for use on [a] work order. The part is classified as consumable-unrepairable. This hydraulic tube is for high pressure for the Spoiler System A. There is no specific repair for this type of part. The tube assemblies were produced 20 years ago and traceable to [a foreign carrier] via [a] Testing Laboratory for test and re-certification/FAA 8130-3/return to service according to block 14a dated earlier this year; further handled via spare parts vendors. Our company has purchased the part from the spare parts vendor. The part has significant wear marks. The part is tested by [the] Testing Laboratory. Boeing Standard BAC5001 test procedure is not followed according to the documentation.-	There is no specific Component Maintenance Manual (CMM) for this part. Doing any type of repair is not an option for our company or even Boeing. -	The test report received refers to a CMM 20-00-00. There is no such document. The closest thing is the Standard Overhaul Practices Manual (SOPM) 20-00-00 and the SOPM does not have any type of procedure whatsoever as how testing should be carried out on hydraulic tubes. -	The test procedure used for this particular part was a bench test to 900 psi for 5 minutes. The drawing requirement for pressure testing is approximately 12;000 psi. -	The test procedure was not done according to the SOPM. -	After a closer look at [the] part; currently in quarantine; there were signs of wear and damage. The nut is chaffed and there are marks on the inside surface at both ends. Receiving Inspection stopped the part due to the fact that consumable parts should not have a FAA 8130-3 with status 'tested' in block 11; but 'new'. After a closer look it appears that the part has significant wear marks and that the procedure for the described testing is not according to Boeing recommendations. The re-certification process should be addressed to the involved companies and FAA. We recommend that the part should be scrapped on site and to be sure that this part is not sold again based on wrong premises.,
1534092,incorrect/notinstalled/unavailablepart,Found three Circuit Breakers (CB) with blue collars installed that do not properly deactivate them. One of the CB's was pushed in. I used a zip tie to deactivate the CB's. The collars listed in the Manual do not keep the high demand CB's on 123VU panel of airbus from being pushed in.[Cause] Incorrect parts listed in Engineering Order (EO) when the task was accomplished and lack of awareness that the collars don't work as intended.[Suggestion;] Stop use of the EO until proper collars can be located.,
1537568,incorrect/notinstalled/unavailablepart,Aircraft X as a through flight. Total ground time was 1 hour. It had an inbound write up with Radio Distance Magnetic Indicator (RDMI) issues and Cabin outflow valves issues. Simultaneously two technicians were tasked to help me with assigned work. Number 2 engine call out chip detectors. As I worked the write up; the technicians were starting Lockout Tag out (LOTO) for Number 2.Job Card Open and subsystem deactivation. After I finished RMDI; I went downstairs to assist the technicians. LOTO of Leading Edge and LOTO of reverser; Magnetic Chip Detector (MCD) Removal *(note singular MCD annotated). Previously Quality Control was contacted informing them we would need an inspector for MCDs. Inspection acknowledged task; but informed us; 'due to [the] Maintenance Manual' He would need to 'VERIFY REPLACEMENT OF O-RINGS' on the MCDs. He would expect to see new O-rings installed on all MCDs.Job Card: ENGINE MAGNETIC CHIP DETECTORS - INSPECT *(Note MULTIPLE MCD's annotated). This Job Card states; 'If the packing has damage; discard the packing; lubricate new packing and install on MCD probe. But Maintenance Manual supersedes this. We had trouble finding the correct O-rings. I had our dedicated parts desk guy locate and order the O-rings (4) for Scavenge Pump from IPC Fig 79-21-04-05. He ordered item 76; which was Part Number (P/N) AS3209-009. 5th MCD Checked engine oil tank; P/N found in Engine IPC 71-00-01-422 Item 723. 6th MCD Checked gearbox P/N found in Engine IPC 72-61-00-023 item 316 MCD's check accomplished; Replaced all O rings; Require Inspection Item signed off. Job Card [for] close and subsystem activation accomplished.Next night same callout different 767-300. My Lead kept old paperwork used to order P/N's for MCD O-rings. Two new technicians; told by Lead to research P/N since Quality Control will want to 'verify they were changed.' Lead still had Engine IPC paperwork from yesterday. After Tech's researched part numbers; the Lead asked them to compare numbers. They duplicated the 5th and 6th O-rings as correct P/N's; but the (4) Scavenge Pump O-rings conflicted with the ones ordered; installed on the day before. Lead contacted Supervisor; Operation Manager and had small discussion. Aircraft X; actually came in and left [the] second day.Operations Manager called Engine Desk; after some research; engineer determined O-ring made of same material; but was more likely to be a tenth of a thousand smaller than the correct size. Noted Number 2 engine serviced but no oil added previous trips. He alerted the station plane is inbound and change to correct O-rings; inspect; and check for leaks.Suggestions: Follow up meeting with Operations Manager at shift briefing. Planers may see paperwork with only one MCD call out and think easy task; but not see the big picture; 767-300 engine work requires extensive LOTO of Leading Edge and Thrust Reversers; and Manpower. Maintenance Manual MCD check says inspect O-rings for damage; if no damage reinstall; Required Inspection Item says otherwise! Six MCD serviced; Time-consuming Task; Labor intensive; should not be done on a through flight; but maybe overnight maintenance. Operations Manager said he would inform other Supervisors to allot three Technicians for MCD checks on 767's.,
1546505,incorrect/notinstalled/unavailablepart,I serviced the APU with Turbo Oil 2197. The event occurred at the gate. I was the only AMT involved.The vast majority of oil servicing bowsers are equipped with oil 2197.My suggestion is to use one type of oil in all engine systems and APU's.,
1546537,incorrect/notinstalled/unavailablepart,I was doing the test flight following owner assisted annual inspection. I orbited the airport at 3500 feet for about 10 minutes in each direction. All indications were normal; and I descended to do 5 touch-and-go landings on XXL. The full stop final landing was long and I braked fairly firmly to make the left turn off to [the] taxiway; then the left turn onto parallel taxiway. Very shortly after; the left pedal separated from the control post. I pulled power and reflexively tried to brake. With only the right brake available; the aircraft turned right off the taxiway onto the grass adjacent and came to a stop with the nose rolling slightly up a shallow embankment on the adjacent parking pad. The nose was elevated enough that the tail tie down bolt was in the grass. In the process; the frangible lens of a taxi light was broken. No damage to the plane was apparent in a quick check. An airport operations person came and coordinated a mechanic and I pushing the aircraft back onto the taxiway. We snugged the pedal into place and I taxied the plane carefully back to my parking spot a few rows away.In finishing the annual; I had removed the bolt that connects pilot's left rudder pedal to the control shaft; so as to more easily reposition the metal cover plate that surrounds the pedals. In retrospect; I must not have completely reseated the pedal tube onto the control shaft; and the bolt passed above; rather than through; that shaft. With the bolt tightened; the fit was firm enough that a test pull upward felt secure. Of course; I have learned to verify bolt positioning and will likely never allow anything similar in the future. The pedal was attached and the bolt properly placed. Checking the plane over more thoroughly afterwards; we discovered that the tail cone had been slightly bent up and was contacting the rudder. That has been fixed and logged.,
1546772,incorrect/notinstalled/unavailablepart,Found incorrect part installed in aircraft. Most likely because of multiple part numbers assigned to the same [base] number. When a part is ordered by part number and assigned the associated [base] number is used. (Whichever) part happens to be in stock will be issued. So if you want a 785-XXX-X and you may receive a 785-XXX-XX because they may have the same [base] number.[An A319] came in with BMC (Bleed Air Monitoring Computer) 1 fault. Found P/N (part number) 785-XXX-XX installed in position 1; and 785-XXX-X installed in position 2. IPC (Illustrated Parts Catalog) does not show the -XX effective for that aircraft; however; both have the same [base] numbers.Each part number needs to have its own [base] number assigned in order to keep someone from accidentally installing the incorrect part.,
1554374,incorrect/notinstalled/unavailablepart,After gate arrival; the lead Flight Attendant called my attention to an unsafe condition at the jet bridge. Passengers were deplaning despite a more than one foot gap between the aircraft and the jet bridge. A small; narrow metal ramp had been placed across the gap for the passengers. I stopped the passengers [from] deplaning and discussed the situation with the gate agents and ramp supervisor on scene. They explained that the guide lines had not been properly painted on the ramp for the B737; the jet bridge could not be aligned to the aircraft; and this gap happened on every arrival at that gate. I considered this information and allowed deplaning to continue. Then the flight attendants and I noticed that the small bridge had begun rocking as each passenger stepped on it; and the situation was getting worse. The jet bridge had dropped down and its leveler was not detecting and correcting the situation. I once again stopped deplaning; went up to the gate; got agents to come down to adjust the jet bridge; and also asked at least one to remain there to monitor for the rest of deplaning.,
1557346,incorrect/notinstalled/unavailablepart,I admit this is a couple of weeks late as I have just not had time to submit this and for that I apologize. In fact; I have been rummaging through my flights attempting to recall which aircraft had this but I can't remember. In any case a couple of weeks ago I had an aircraft that had the new EFB (Electronic Flight Bag) hard mount that it fixed to the side window. This in my opinion should STOP immediately. There is no doubt in my mind that this was not well thought out or thought through. On the aircraft that I had to fly with it the mount no matter what position that I put my EFB was in the way of my ability to manipulate the yoke/controls. It was more than frustrating!!! My arm and wrist were constantly in the way. The only way I was able to manipulate the EFB where it was not inhibiting my ability to manipulate the controls was to have it tilted down on the bottom all the way towards the side of the aircraft which then created another issue.I was then unable to see the charts displayed on the EFB. VERY POOR DESIGN!!! I am absolutely shocked the FAA has approved this design. Make no mistake I am so happy to have the EFB; but where this is mounted is not a good idea. Making matters worse; I am an FO (First Officer) here; which means I do ALL the work; as the Captains here don't do a damn thing. They utilize the side map clip all the time with all of the preflight items we are required to do and now I do not have that either. Now this I can adapt to but the ability to freely manipulate the yoke/controls that is an entirely different issue. You are welcome to call me and discuss if you like as it is difficult for me to describe the issue.,
1569339,incorrect/notinstalled/unavailablepart,Upon landing; the aircraft departed the runway to the right. I was seated in the right seat. I was not the pilot flying; however; upon landing rollout I noticed the aircraft beginning to track toward the right side of the runway. I stated 'Left Rudder' and applied left rudder. The aircraft continued to track toward the right and the right main tire left the runway. No damage occurred.Upon exiting the aircraft; I noticed long tire marks from the point of touchdown to the spot where the aircraft stopped. This is unusual for our aircraft and any other Phenom 100 to my knowledge. I recalled the Brake Control Unit was updated at the last inspection just 2 weeks prior. We notified the manufacturer and they sent out a maintenance team to check the airplane.After the aircraft was checked out by maintenance; I performed a taxi check and noticed the tires were still leaving marks on the runway. I questioned Embraer about this and they stated the aircraft was performing as designed and it is a 'certified product'. I explained to them that this seemed unusual. After all checks were complete; I decided to land at ZZZ on their 12;000ft runway to check out the landing performance. Upon landing at ZZZ I noticed the brand new tire with 1 landing on it had chunking and chevron marks on the tire. I once again thought this was unusual. I decided to bring the aircraft to the service center to have them study and repair the brakes. Embraer stands by the newest brake controller; but I have my issues. So; I had Embraer put the previous model brake controller on the aircraft.While Embraer doesn't seem to have any issues with their controller; nor do they want to provide me any information about the landing from the CVDR (Cockpit Voice and Data Recorder) downloads; I do not trust the latest brake controller -7 and I believe it was a contributing factor to the aircraft departing the runway. Since that time; we put brake controller -6 on the airplane and the airplane no longer leaves marks on the runway and the tires seem to be recovering from the original wear marks.,
1578963,incorrect/notinstalled/unavailablepart,After arriving at the aircraft; I checked the logbook and found that it was signed off with a new Release on (date) for aircraft X. I checked for all three landing gear pins in their storage space. The First Officer went outside and did the walkaround. He found a bolt in the left main landing gear. I notified both the Maintenance Supervisor and Chief Pilot of what was found. The bolt was long enough to prevent the landing gear from retracting.,
1578973,incorrect/notinstalled/unavailablepart,On my preflight walk around; I found a bolt in the left gear; gear pin slot. Bolt was approximately 1' long; and no aircraft markings noticeable. I re-checked the other gear pin areas to ensure that I hadn't missed another one. Upon returning to the cockpit I informed the Captain who in turn passed my disbelief and findings to Chief Pilot on call.,
1580165,incorrect/notinstalled/unavailablepart,I was sent to aircraft to perform an [inspection] with another mechanic (Name) and found the #4 Main Landing Gear Tire worn beyond limits; along with a low O2 bottle. The plane had an outbound flight soon after we arrived so we had very little time to perform our check. We serviced the Crew O2 bottle and changed the tire and signed the logbook off in reference to the AMM task. I had no idea that the Washer (Item 15 in reference to AMM 32-XX-XX-XXX-XXX) was not installed with the axle nut. No abnormalities were present to show that the washer was missing; the safeties were installed like normal and hub cap installed.,
1580753,incorrect/notinstalled/unavailablepart,[We] were assigned to Aircraft X to troubleshoot a fuel leak out of #1 Engine. We noticed a fuel leak coming out of Fuel Pressure Relief Valve on the Main Fuel/ Oil Heat Exchanger. We created a non-routine on ELB [electronic log book] to troubleshoot and [someone else] transferred [the] ELB write-up to a paper write-up with work sheet.We removed the Servo Fuel Heater per AMM and removed the Main Fuel/Oil heat exchanger per AMM. We received a new Main Fuel/Oil Heat Exchanger but it was damaged when received; so we turned over to midnight shift.,
1602981,incorrect/notinstalled/unavailablepart,Captain volunteered to do the pre-flight; since I was the pilot flying. I programmed the box while he was outside. He came back told me he noticed 2 fasteners missing on the left over wing Emergency Exit Slide. He immediately called [Maintenance] and spoke about his concerns. The Maintenance Supervisor came out and inspected the aircraft. [Maintenance] came to the cockpit and stated indeed 2 fasteners were missing on the critical left over wing panel he quoted 'and you have a 3rd fasteners that was GLUDED in place.' [Maintenance] also stated that the Emergency Exit Slide panel had shifted down and quoted 'getting ready to depart the aircraft'.,Captain pre-flighted aircraft and noticed two fasteners missing on the left over wing EMERGENCY EXIT SLIDE. I immediately called [Maintenance] and sent [a] Maintenance Supervisor out to inspect the discrepancy. [Maintenance] came to my cockpit and stated that two fasteners were indeed missing and during a tightness check of the other fasteners on this critical panel he found two fasteners GLUED in; yes GLUED! [Maintenance] also stated that the EMERGENCY EXIT SLIDE panel had shifted down and 'getting ready to depart the aircraft'. These issues are not unusual for me to find and that is ALL I will say about that.
