,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1442660,equipment/tooling,In cruise on an airway talking to approach. About 10-12 minutes after our last contact with approach; copilot noticed we were on Center's frequency; and asked if I had switched us over from Approach. I said no; I did not remember being switched. I then called Center and asked if we should be with them; and they responded yes. A minute or two later; they gave us a phone number for Approach and requested that we phone after landing. When I phoned them; they stated that they had lost radio contact with us and had attempted to reach us on our assigned frequency as well as guard and had even asked an air carrier to attempt to contact us to no avail. Neither of us had switched frequency on the Avidyne IFD 540; but I did remember that I had turned on the IFD 100 application on my iPad at about the time that the trouble began. The IFD 100 is not supposed to be able to change the active frequency on the panel mounted IFD; and even at that I had not made frequency inputs on it. After reaching cruise on our next leg; I turned on the IFD 100 application while the copilot watched the frequency boxes on the IFD 540; and sure enough as soon as the IFD 100 came up it changed both the selected and standby freqs on the 540. I found that at least 3 other pilots had encountered this same problem. My big takeaway from this experience is that I should have been monitoring guard frequency as well as my assigned.,
1442807,equipment/tooling,Unexpected JeppFD-Pro App failure on approach. I am writing this report to highlight a particularly concerning failure of the JeppFD-Pro App at around 4000 feet on approach to ORD Runway 9L. Sometime during the downwind leg to ORD 9L; my iPad went into screen saver/sleep mode. Upon 'waking up' the iPad; I selected the JeppFD-Pro app and received the following error message:'iPhone Distribution: Jeppesen Sanderson; Inc. has not been trusted on this iPad. Until this developer has been trusted their enterprise apps will not be available for use.'I then closed the error message; double-clicked the Home button and closed the JeppFD-Pro app. I reselected the app and received the same error message again. At this point; I handed the aircraft over to the First Officer and told him I was going to reset the iPad or get out a chart. We were prepared for the approach and the weather was CAVOK. Believing an iPad restart was just as safe and quick at that point in time as pulling out the charts; I shut down and restarted the iPad. A few seconds later; the iPad was up and running again. I selected the JeppFD-Pro app and once again received the error message. At this point; I took the aircraft back; mentioned my failed JeppFD-Pro app to the First Officer and asked him to pay particular attention to any ATC instructions out of the ordinary as he had a working JeppFD-Pro opened and ready to go. We continued to an uneventful landing and taxied to the gate. After the flight; I proceeded to ORD Flight Operations to attempt to re-download the app. However; once connected to the company network; the JeppFD-Pro app opened normally and all functions worked correctly. Note: my iPad was in Airplane Mode during the flight.A few points to note here. One; I feel we were fortunate that the weather was nearly perfect at an airport I am very familiar with. This could have been a bigger issue in bad weather; at an unfamiliar airport and with any kind of go-around or abnormal situation. Two; this app appeared to fix itself once connected to Wi-Fi in Ops. Following this logic; Wi-Fi in the flight deck may have fixed this immediately. Three; this very situation is one of the unforeseen technology glitches or failures that leave many of us concerned about the future plans to remove all paper charts and paper QRH binders from the airplane.Thank you for looking into this; I welcome any findings you have regarding why this happened and how we can avoid it in the future.,
1446398,equipment/tooling,We had a water leak come from the assembly of the beacon light on top of the fuselage of the aircraft. Since the weather wouldn't allow for a proper remove and replace; a deferred action was suggested; in which speed tape would be applied to the affected area to prevent a further leak from arising. The question proposed to maintenance and management was how to proper get to the top of said assembly without walking on the skin or causing any surface damage to the aircraft. Since we lack a lot of the necessary equipment to preformed the task and do it safely; we were talked into basically using a scissor lift; which was not only unbalanced; but entirely unsafe due to the fact we only had one set of fall restrain harness; regardless this was still pushed on to us to get the job done. While the surface was still wet from the earlier down pour of the early mornings rainfall. The harness not only could not properly tether to the lift; but would end up more likely doing more harm than good if one of us were to had fallen while performing this task.Identification: an uneasy feeling of this not feeling right or safe.Cause: lack of proper equipment; and harnesses.Suggestions: provide the necessary equipment to perform any all jobs that involved the top of the fuselage; in a safe and right manner.,
1446975,equipment/tooling,During flight; I was trying to look at the map on the iPad to get info and while trying to close in on the area; it froze up and I could not change the picture to get the information I wanted. Also after landing; my iPad does not switch to the taxi diagram even though it is selected and this time it had timed out so when I was given complicated taxi directions after getting clear of the runway; my iPad wasn't available and I had to rely totally on the First Officer's for directions.,
1447154,equipment/tooling,I experienced an issue using Foreflight that I thought I'd share. On a VFR flight I noticed the Foreflight app on my iPad mini froze shortly after turning on my Stratus device. I then attempted to reset the app by canceling the program and restarting. At that time the iPad mini went into a strange factory restore mode and asked for my Apple password in order to restore the iPad mini device. I turned off both the iPad mini and the Stratus. Not having a network connection in the plane; I then took out my iPad Pro from my flight bag and started the Foreflight app. The Foreflight app worked until I turned on the Stratus again. To my surprise the iPad Pro also froze and displayed the same symptoms as the iPad mini. Very odd that both apple devices would have issues. While on the ground with a network connection; I rebooted and provided both Apples with the password. I connected the Stratus to Foreflight and updated the operating system as requested by the software. Everything seems to work now. Very unusual to lose Foreflight on two Apple devices within minutes of each other.Stratus PRX V2 Ipad mini Version 9.3.5 Ipad pro Version 10.2.1,
1447400,equipment/tooling,I showed the Captain my bulging/expanding Tablet battery on the bus from hotel to [the airport]. Along with the cockpit; we made a unanimous decision to leave the battery in [departure airport]; and to give the battery to the agent at the gate. I hope [the company] will take priority action to ensure the safety of the crew; passengers; and planes so that there will be no exploding batteries in our [company] tablets. This could be a onetime incident or a future human loss and financial nightmare at 40;000 feet in the air.,
1450434,equipment/tooling,On two separate days of my previous trip I could not access [my EFB contents manager app] on my iPad. During my initial preflight planning I noticed [the EFB contents manager] updated over 150 items and assumed it worked. I had to divert on my last trip from landing in ZZZ and a windshear go around and on the way to ZZZ1 I tried to open the QRH for the diversion guide to no avail. Nothing in [my EFB contents manager] would open. Today I was again preflight planning for a flight to start another trip and [my EFB contents manager application] again updated everything. I tried to open something but again nothing opened. I spent the better part of 30 minutes of my preflight planning updating; installing; rebooting; hard rebooting; uninstalling [my EFB contents manager app] and installing yet again. For now it appears to be working. What a great idea to do away with our emergency paper checklists!,
1450442,equipment/tooling,While in operations; I set up the tablet to display the QRH; opened up to the Aborted Engine Start procedure. I then went on to other applications. At push; the flying FO started the engines and I went back to Checklist. Thankfully the QRH was not needed as the tabs had all closed.,
1450776,equipment/tooling,I plugged in tug to unit and was flung backwards. [My co-worker] took me to the on site clinic per supervisor who was making sure the fire was out on wall unit. The clinic checked my eyesight and did an EKG. I was released and not taken to emergency care at hospital. I drove myself home and my son made me call my doctor. My family doctor told him to take me to ER.Doctor at ER did urine and EKG as well as IV. They where highly concerned with the protein in kidney and heart at that point. I was observed for prolonged amount of time and wasn't released until deemed able to leave safely without the risk of heart attack. Thinking back on it I am questioning why I wasn't taken [to] the hospital by EMS.,
1453463,equipment/tooling,Landing in JAN; isolated showers around the field; thunderstorms South/SE. We reported the field in sight. Approach advised showers 3-4 mile final and asked if we would be able to maintain sight of the runway. We replied that we would keep the turn to final inside 4 miles; and if we lost sight of the field we would advise ATC. We were cleared for the visual approach; backed up by the RNAV/GPS. At approximately 300-500 feet we got the 'Too Low; Terrain' GPWS caution message. The FO executed a missed approach; we advised Tower; climbed to 3000 ft; and were then re-vectored for another approach. This time we opted for the actual RNAV/GPS; rather than the visual. Approach and landing were uneventful. Although the glide angle; to both of us; appeared to be unusually steep.Tower later said they couldn't figure out why we would be going missed; since they had us in sight the entire time and landing was assured. We informed them it was policy to go-around after a GPWS Terrain message. Only threats were the rainy weather; dark night; and a long day. No errors.All I can figure; is that with the close-in turn to final on the visual approach; it may be possible the GPS didn't have time to recognize we were right over the runway. In hindsight; the best option would have been to ask for the full RNAV approach; rather than accepting the visual in rainy night-time conditions.,
1454905,equipment/tooling,Aircraft X was descending via the RNAV arrival. Aircraft Y was from the south and also descending via the WITTI2 arrival. The aircraft were initially tied. Aircraft Y started down first and slowed anywhere from 10-80 knots slower than Aircraft X. Spacing was building steadily between the two aircraft. When the two aircraft were just about in trail; there was 6.5 miles with Aircraft Y 10-30 knots slower. Less than a minute later there was 6 miles with Aircraft Y and still 10-30 knots slower. Passing it off as a bad hit; I knew the spacing was fine with the speeds shown. I reduced Aircraft Y to 250 Knots to insure the separation remained. Maybe a minute later; around the time to handoff the aircraft to Approach; I saw that space had decreased again to 4.84 miles with Aircraft Y still showing slower! By this time; the aircraft were entering TRACON Airspace. Knowing that they only needed 4 miles between the aircraft; I just shipped them over.I am completely baffled by this scenario. How could I lose separation with 6.5 miles and faster in front? We replayed the data from TRACON's radar feed and it showed an overtake situation. We are waiting to pull the data from our facility to see what ours showed. I do not recall an overtake the entire time I was watching this. Talking to a veteran controller that has been in this facility for over 25 years; he said he has seen this happen too. He said he saw separation decreasing with faster in front as they were approaching the gate at the TRACON boundary. We do have a radar outage at one site but we still have coverage from other radar sires. I don't know that this would affect anything. I don't have any recommendations yet. There shouldn't be a disparity between what the targets are doing and what the speeds say.,
1465141,equipment/tooling,New avionics (Garmin 750) incorrectly showed boundaries of San Francisco Class B. I descended to 6000 foot to be below outer sector floor. By time I double checked (iPad) I was near the 4000 foot floor sector and descending rapidly. I may have been slightly above 4000 feet after entering the 4000 foot floor sector. When ATC advised me of the problem; I was already in a rapid descent.,
1465747,equipment/tooling,The plan for the flight was relatively simple bags forward and mail aft. At time of ramp closeout with the aircraft off the gate; the person attempting to close the flight stated he had no pit 3 on his scanner. When we asked if they printed the [load planning document] the person said no; although the SmartLoad system indicated that [it] was printed. There was apparently a communication issue and possibly a scanner failure. The person loading the aircraft FAILED to advise Load Planning of the issue and took it upon themselves to load all commodities Bags and Mail aft. When Load Planning was called the individual expected us to 'fix' the issue. The person was advised to get help because we were unclear of the loading that he stated. The flight was finalized and was legal although it was grossly tail heavy just short of max. Further investigation showed in history that the [load planning document] was printed by an individual other than the one that called and probably loaded the flight.,
1466287,equipment/tooling,As part of my preflight planning I always check the weather a few days prior to my trip to get a general idea of what type of weather conditions we may encounter; in addition to knowing what to pack. Two days prior to departing for Santiago I checked the local weather forecast and was surprised at the unusually low temperatures that were expected; with lows in the 20's; and highs in the low 30's; with snow forecasted on the day of our departure. Deicing immediately came to mind. The forecast of snow is significant; because it had not snowed in years.During our flight planning the first topic of discussion was the snow!! The very next question from both myself and the First Officers (FO); was whether or not they even had deicing capability in Santiago. The snow and freezing precipitation was not forecast until the following day; so we proceeded to Santiago. When we arrived in Santiago; we discussed the forecasted snow with the station operations representative; and whether they had any deicing capability in Santiago. He indicated that there was no deicing capability available. He also said that he sent a memo to advising them of the situation; and the response was that [the company] has alternative means of dealing with this situation. I do not know what that entails.It did snow during the night and when I awoke the precipitation had ended; but there was about 1' of snow on the ground; with the sun beginning to peek out. It has to be remembered that this was a significant snow event in a city that hasn't seen snow in years. That small amount of snow wreaked havoc with the power grid; internet; phone lines; and was the major news story throughout the day.The aircraft for our departure was scheduled to arrive that morning. I was able to meet the inbound crew at the hotel; and asked if they encountered any precipitation during their arrival. The crew indicated that there was no precipitation falling during the approach and that the aircraft was dry when they parked at the gate. This information was important to me; because of the deicing problem in SCL. At this point it looked at least plausible that we would be able to depart; assuming there wasn't any further precipitation and the aircraft remained dry. However; temperatures were forecast to fall into the low 20's and the element of frost was still a possibility; but we would not be able to assess that until we arrived at the aircraft.Weather conditions when we got to the airplane were clear skies; no precipitation and outside air temperature of 33 degrees. All three of us (Captain; FO; and Relief FO) immediately went to the midsection of the cabin to inspect the wings. The spoiler panels; inboard and outboard ailerons; exposed areas of the trailing edge flaps and the upper areas of the leading edge flaps were contaminated with frost. I advised the station ops representative; who was present at the time that we cannot operate with frost on the wings and until it was removed; we could not operate.,Upon reaching operations for preflight planning (in SCL); the crew was advised by Station Operations personnel that Frost had formed on other airlines' aircraft and had resulted in cancellations; due to the no deicing services available at SCL. We were also informed that snow had not fallen at the SCL airport for over 50 years. During preflight inspection; I made my routine exterior checks; and noticed a significant amount of Frost accumulation on critical aircraft surfaces; namely the trailing edge surfaces of the wing. I reported these findings to the Captain; and he also made an inspection from inside the aircraft cabin. Initial response from SCL ground staff was that deicing services were not available. After a period of time; SCL ops personnel informed the crew that deicing services were available for purchase from another entity at the airport; and that they would come soon.We were advised by ground staff that deicing could only occur when the aircraft cabin doors were closed; so after the door was closed the deicing process began. I noticed that the amount of time it took for deicing to occur was relatively short; based on previous experience in winter ops. Since no precipitation was falling; the conclusion of deicing did not require a crewmember to check the aircraft surfaces for contaminants. HOWEVER; the decision was made for me to perform a wing (Pre-takeoff contamination check) for several reasons:-The time taken to deice was much shorter than normal-The deicing device was not a standard; full-sized deicing vehicle. It was a small cart attached to a lawn mower; and wand. The short duration to perform deicing functions did not pass the reasonableness test-We were previously told that 50 years had elapsed since the previous icing event; so training could have been in question-The station agents (appeared) to be caught off guard when asked if the tail being deiced includes the horizontal stabilizer; doesnt it? My inspection revealed that most; if not all; frost remained adhered to the critical aircraft surfaces. I reported this back to the captain; who relayed to station ops and dispatch. The ops decision was to make another attempt at deicing.Since the doors needed to be closed for deicing; I requested to stand outside and observe the deicing process - for quality assurance and also curiosity as to why the frost remained. During observation; the contract employee pointed the hand held de-icing wand parallel to the horizontal stabilizer; sprayed for less than 8 seconds; and waved me over to inspect the horizontal stab for satisfactory deicing. I went up the stairs and found that the fluid was sprayed into the air above the aircraft surface. I had concluded that he was not adequately trained in these procedures. I asked him to point the nozzle at the aircraft surfaces; and the frost. He complied; but the frost remained. I placed my hand in front of the nozzle and found the deicing fluid being ejected was not warm. I reported all of the above events to the captain; who relayed the information to dispatch and station ops. Eventually the flight crew timed out; and a runway closure sealed this eventuality.
1469000,equipment/tooling,After an uneventful taxi out to runway 30; we were cleared for takeoff. After completing the appropriate checklist; I pushed the power levers into the takeoff detent. As we started to roll; I checked the rudder pedals for authority and found that they were jammed. I retarded the throttles and slowed the aircraft to taxi speed. The Pilot Monitoring notified the tower that we were aborting the takeoff and needed to taxi clear of the runway. After exiting the runway and completing the after landing checklist I stopped the aircraft. I looked down and saw that there was a hose and small nozzle blocking the rudder pedals. We taxied back to the gate; entered the discrepancy in the log book and waited for maintenance to come to the aircraft. They found the issue and repaired it. No further issue was found.,
1469016,equipment/tooling,Taking off from ZZZ; First Officer (FO) was flying. We had a Captain in the jump seat. On climb out passing approximately 5000 MSL we got a warning that the aft cargo door was not closed. After reviewing the QRH [Quick Reference Handbook] procedure we decided to return to ZZZ. Although the QRH gave the option of continuing; we decided it was more prudent to return and get it checked out. We were below our maximum landing weight. As the Captain; I made the landing. The jump seating Captain was helpful and provided information to assist us in our decision making.We completed all checklists and notifying the flight attendants and passengers; we returned to the airport. Upon landing and inspection of the aft cargo door; the latch was open and the primary latch had failed. The secondary latch kept the door from opening fully in flight.We did not have any indication of the aft cargo door being open until above 5;000 feet on climb out. The QRH did not give much advice and gave the option of continuing if the pressurization was stable; which it was at the low altitude. However; had we followed the advice of the QRH had we continued the flight; the aft cargo door latch and pressure relief door was open; we probably would have had a pressurization issue as we continued the climb to altitude. Then we would have to possibly do an emergency decent with the aft door latch actually open! (Which we did not know was the case until we landed). The QRH should be rewritten to not give the option of continuing. If you have an indication of a door open; divert and get it checked out. Only bad things can happen if you continue.Additionally; the ZZZ airport runway was about to close and only the short runway would have been available. I did consider diverting to [a different airport]; but because we were in clear skies and relatively close to ZZZ; I thought it was more prudent to land [there] than divert. This was mainly because I did not know that actual status of the aft cargo door and did not feel comfortable flying with a potential open aft cargo door; so I made the decision to put the plane on the ground as soon as possible.,
1470409,equipment/tooling,I was conducting an instrument training flight as a flight instructor with one other person onboard. Conditions along the route of flight were IMC; with ceilings variable between 500 ft and 4000 ft. Tops were being reported as variable between 17000 ft and 21000 ft. Upon reaching [our destination]; we flew an ILS to a touch and go; before turning back east bound and resuming our flight plan back to [the departure airport]. Our filed altitude on the way was 9000 ft; and in the climb-out through 8000 ft; we received an annunciator light for 'ALT INOP' and 'LO BUS' and also noted the ammeter had dropped to 0. We immediately ran the checklist and attempted to reset the alternator by switching it back on (per the checklist). This did not remedy the situation. I then advised Approach of the situation and requested vectors back to [the airport]. Approach cleared us direct; but also offered that the nearest airport was ZZZ. I requested ZZZ and at began looking for approaches in Electronic flight charts; but none were published. I asked ATC whether approaches were available; and they informed me that I have my choice of RNAV 18 or RNAV 36. The GPS in our aircraft had the approaches; and winds favored 36 so I requested the RNAV 36. [Approach Control] acknowledged my [condition]; and cleared me direct to the IAF at 4000 ft. I proceeded direct to the fix and shortly thereafter advised [Approach] that we were going to intercept the final approach course between the IF and IAF instead. Without the approach being published; I requested altitudes from [Approach Control] who gave me the altitude between the IF and the IAF as 3300; so I descended to 3300. During this time; I also switched off all lights; my second GPS; and dimmed the PFD/MFD to reduce the electrical load. Upon intercepting the course; [Approach] told me to switch to CTAF and cancel IFR with flight service on the ground. I switched to CTAF and announced my position as an emergency aircraft. We descended out of 3300 MSL after the IAF and upon reaching roughly 800-900 AGL; we saw the ground and the runway threshold. At 600-700 AGL we were clear of clouds and continued visually to the runway. Shortly before landing; we saw a fire truck pulling onto the ramp. The landing was uneventful and safe; and we taxied over to the ramp where we were marshaled in. I cancelled with flight service after exiting the aircraft; then began coordinating with my company. The maintenance facility opened the engine cowling and found that the part of the pulley system connecting the belt to the alternator itself had sheared off in flight; so the belt was no longer connected to the alternator. This came as a surprise to me; as we didn't hear any unusual noises or feel any vibrations during any part of the flight; so my guess is that the structural failure occurred suddenly; though I have no way of confirming this for sure. Overall; I believe the situation was handled professionally and expeditiously by all parties involved; approach was prompt and helpful; and the services at ZZZ were timely and they took every precaution. I can't speak on behalf of the true cause of the structural failure that caused the emergency situation; nor did the nature of the cowling of the aircraft allow me to physically see and inspect the alternator components prior to flight; but I can say that I believe the situation was ultimately handled well and that there was no harm to persons; aircraft; or airport property as a result.,
1472732,equipment/tooling,During my preflight; I had confirmed that the Crew Oxygen level was at 1200 PSI. Enroute I wrote up the Captain's O2 Mask Housing needs [to be] secured. Maintenance corrected the housing [at our enroute stop]. I noted that the O2 level had decreased below 1000 PSI. Enroute to [next destination]; at FL320 I noted that the O2 level had decreased to below 500 PSI. Checking the limitations section of the FM; I saw that the level was below that required for Dispatch. I notified [Maintenance] on ACARS and submitted a [maintenance] code for low Crew Oxygen pressure. My FO and I discussed possibly flying at a lower altitude due to the depleting Oxygen supply. We brought [Dispatch] into the conversation. The [Flight Operations Manager] immediately joined the conversation. Together we agreed that the best course of action was a diversion to land [at a nearby alternate]. We notified ATC and received a clearance [to the alternate]. I notified the flight attendants and the passengers. We landed uneventfully.Coincidentally; this is my second B737 Crew Oxygen issue in a month. I started a trip earlier in the month and found an airplane with [zero] Crew Oxygen pressure.,
1473070,equipment/tooling,I need help with this potential serious safety risk that has been brought to my attention from both the aircraft mechanics and the garage mechanics. [Company] has changed the AS (Air Start Units) couplers from the old 16 ball to a new 8 ball coupler. There are several safety issues with the new coupler.1. The nuts on the hose clamps need to be cut and filed after the clamp is torqued down as they are cutting employees hands as they attach and detach the AS hoses. What we are asking for is to have the excess bolts cut and filed.2. The aft hose clamp is too big and cannot be torqued down; as you run out of treads and it spins on the hose. Now you have 400 degree air at 90 to 400 PPM (Pounds per Minute) blowing through a silicone rubber hose that is even more slippery when at high temp being held in place by only 1 clamp. If that clamp fails now you have the potential for a serious injury or damage to an aircraft.  The simple fix would be use a smaller clamp on the aft flange (the same size as the forward clamp would work). Then you could correctly torque it and securely attach the hose at a second point. 3. The clamps at the coupler have a nylon insert in the nut; but I think it would be better to use a steel nut on the clamp just like the clamp where the hose connects to the truck The fixes are easy; but there seems to be a big resistance from management/engineering to apply the suggested resolutions.,
1474656,equipment/tooling,Ground personnel utilized wireless headsets for cockpit communications during pushback. The problem wasn't immediately obvious: when we were contacted 'ready for pushback;' our baggage doors were still open and we told the ground crew. We were immediately advised 'I'm looking at them and they are closed; let me re-cycle.' During this time; we were instructed to 'release brakes;' to which we did. We observed the bulk cargo door close and then re-open. Ground inquired 'how's that?' and our response was 'we are still showing rear main cargo door open and the bulk door still open.' Ground followed with 'sir; I'm showing you haven't released your brakes' so we cycled several times; our parking brakes and even re-pressurized the system to assure proper pressure. When he said our brakes were still on; I asked him how he knew; and I was told 'the aircraft wouldn't budge;' which was odd because we hadn't felt a single movement or strain on our nose gear as is usually felt. Our cargo doors finally showed closed and a different voice appeared on the interphone system saying 'is this Gate X?' and 'are you ready to push?' to which I responded again 'yes; ready for push; but do you show our brakes still set?' A routine; procedural pushback followed and just prior to normal ground interphone disconnect; I noticed a walker in front of the plane wearing headsets with an antenna for wireless operation; and that is when it started to dawn on all of the crew what possibly had been going on! I made several non-routine comments and discovered the walker in front on my nose was able to communicate with me in addition to the man below on the tug and I think there was possibly some others on [the] same frequency. It then became obvious that there wasn't a problem with our door indications or the brake indicator light; that we probably were talking with another push crew dedicated to another gate. I had never heard of these wireless headsets before. I think they are new. I don't know if they are intended for all pushes now or are only intended during times when lightning in the area is present.If these style headsets are to be routinely utilized (in either normal operations or during lightning conditions only); and if it is determined that in this case; we were; in fact; unknowingly communicating with another gate operation; extreme measures need to be implemented to prevent it from happening again. Color coding or numerically dedicating to a specific gate or restricting use to one-at-a-time or something is imperative to assure multiple headsets operating on a same channel or frequency is required. If these style headsets are intended to only be used during storm activity and therefore different to normal operations; then possibly an additional non-normal requirement of the ground personnel upon establishing contact with the cockpit be made that would go something like: 'Ground crew standing by for push; be advised wireless communications are being utilized; all users on this frequency/channel are to be working aircraft xxx; on gate x-xx; please respond with confirmation [if] that is the case.' If there is someone who is hearing this communication in error on another gate/aircraft; procedurally respond 'Hold operations; this is gate x-xx receiving in error;' or something of the sort.,
1477360,equipment/tooling,Arrival into ZZZ was forecast VMC with alternate of ZZZ1 for CB TEMPO line. Weather degraded on descent at both ZZZ and alternate; requiring Captain to come up with a new alternate with Dispatch concurrence. In the middle of this process ZZZ changed the runway configuration and field conditions; requiring several new ACARS weather requests as well as new performance data for wet runways. By this time Dispatch returned with several new alternate plans; requiring several more weather requests and Dispatch messages. All of this is occurring around attempting to brief the new approach; the new divert numbers and the new performance data; all of which was competing for space on our FMC screen; only to be transcribed by the PM for reference if and when it is needed.We have reached saturation with regards to our FMC and the data stream required by procedure. Lack of a flight deck printer is now degrading the level of Safety we; as end-users; are providing. Risk mitigation should not be something that we simply pay lip service to during check rides; unfortunately that is what seems to be this case in this particular instance. Printers should be placed on the flight deck of all Company aircraft posthaste.,
1480454,equipment/tooling,While working a routine/normal sequence to the LAX 'North Final 24R' which is considered the 'Stadium' position; I vectored Aircraft X from the DARTS way point to the downwind to follow another aircraft. While on the modified downwind vector; I noticed Aircraft X 'data tag' or 'secondary' go into 'coast' or 'CST' mode. I also noticed that the primary target disappeared. Even though I noticed it; I didn't give it much attention because I figured the secondary would re-acquire and go back to normal. But that's not what happened; within 5 seconds of going into 'CST' mode; the secondary completely disappeared along with the primary target.I was totally caught off guard by this and began to question the pilot about his transponder status. With prompting from a fellow controller; I told the pilot; 'radar contact lost'. The pilot responded by saying he was; 'climbing back up to five thousand.' Not sure why he did that; but I acknowledged by saying 'roger' and I continued to work my sequence while also trying to figure out what type of non-radar service I was going to provide the pilot. But within 15-20 seconds; the primary target began to reappear and within another 10 seconds; the secondary re-acquired. From there I had the pilot 'ident' and I radar identified him and continued to work him into my flow. Once I vectored him onto the final I asked the pilot what happened to his transponder and he responded by saying; 'the number one transponder failed'. I guess that's why we lost the secondary target; but it doesn't explain why we would lose the primary target as well for as long as we did.With limited knowledge on what could have caused this issue; my instincts tell me this was a Standard Terminal Automation Replacement System (STARS) malfunction of some sort. Even if an aircraft loses their secondary radar capabilities; our radar equipment should still provide us with a primary return and in this case; it did not.,
1487908,equipment/tooling,It seems that the new SID/STARS for LAX have not been added in the database for LAX. I could not find the HUULL 1 STAR in the breakdown. We were assigned the HUULL 1 TOKIO transition into LAX. While on the STAR past TOKIO; ATC (LA Center) queried about our position. I answered that we were on course and ATC alleged that we were not. We checked the flight plan in the FMS and double checked; then checked our position again; and everything checked out. We were on course; as far as our equipment was concerned. ATC gave us a heading; and stated that there may be some interference with the GPS in the area. In a minute or less; he cleared us direct HUULL. In another minute or so; he gave us a frequency change and; at that time he apologized for the inconvenience; stating that indeed; there was GPS signal jamming in the area. He then apologized again; for the inconvenience. After landing in LAX; Ground Control gave us a phone number to call for LAX Center; stating there was a possible pilot deviation. I called after we got to the gate; and the LA Center controller that I talked to stated that we were two miles off course and that he had to file a report; and that we should file [a report]. I advised him of the events as explained above and I told him that as far as we could tell; we did nothing wrong. We concluded the conversation; and about ten minutes later; I got a call from the same gentleman who told me that he listened to the tapes; and also talked to the supervisor on duty at the time; who confirmed that there was GPS jamming at the time; but somehow; he was wrong about it. And he also suggested that it could have been equipment malfunction on our side (the aircraft). I thanked him for the info and that was the end of the conversation. Not sure of what the reason for the deviation was; but we double checked and triple checked and everything in the FMS was entered correctly and looked as it should; however; as far as ATC stated; we were off course. Again; not sure to the cause of this event; so I can't offer any mitigating solutions.,
1488130,equipment/tooling,I was walking down the first class aisle towards door 2L to do my walk around; when a flight attendant asked me to come back to aft cabin because she smelled smoke. I took a few steps to the aft and started to smell smoke; at the same time an agent ran down the jet bridge and yelled fire exit the aircraft. I ran further to the back and yelled loudly to the flight attendants in the aft to exit because of fire. We all ran out of the aircraft to the top of the jet bridge we could see smoke at the rear of the aircraft and fire trucks spraying water. I went down on the jet bridge stairs to assess the situation outside. I first saw charred clothing and electrical cords laying all over the ramp underneath the jet. I walked further aft and saw the trucks still spraying water on the smoldering pallet of cargo. There was also a ramper on the ground being treated by EMTs. I have video of the fire actually burning and several pictures of the cargo pallet and scattered debris. It appeared to me that the fire started on the pallet not the loader. I feel we dodged a bullet that the fire started on the ground and not after takeoff. We would have lost an airplane had it burned like in flight. Hopefully someone views the ramp/gate surveillance tapes and determines where the fire actually started from. I was very disappointed in the company and with the lack of communication with our crew on this event. It has been nearly 72 hours since this event occurred and I have yet to hear from anyone from the company. Really sad! The flight attendants were met by a flight service rep upon arrival back at ZZZ1.,
1491560,equipment/tooling,Bridge operation normal to the aircraft. As passengers deplaned a couple with a small toddler were stepping off the aircraft and the toddler lost his balance and almost fell through the opening. The opening is on the right outboard side of the floor where the bumper had been modified. The gap is approximately 8'x12'.,
1494572,equipment/tooling,I can't begin to even express the level of frustration experienced last evening; with both engines up and running; in a line-up with a slot and flow control; and a thin margin on reserve fuel when my iPad became a literal boat anchor as it began to auto-download 1. A large JeppFD-Pro update 2. A Pilot mobile update 3. An update to HOT application. Adding to the stress level; it's night; unfamiliar airport with already complex departure procedures; thin geographic taxi margins; and rising terrain in all quadrants. Not to mention leg 3 of 4 on an already long day. As the Captain; my plate rapidly became full. I unsuccessfully attempted to stop the download in order to have departure SID; and remembering that we would be down to one iPad (FO); I needed to probably get approval from the [dispatch manager]. The iPad wasn't broken but it was at 50% capability and the extra flight bag didn't have a complete set of plates for [departure airport].We pulled out of the lineup and into the penalty box. I called [dispatch] and quickly related my frustration and pointedly expressed my need for a flight waiver; and I needed it five minutes ago. We received verbal approval and written follow up and we left the box and got back in line. Aside with having to return to the old school approach plate procedures; which felt like wearing borrowed cleats; the remainder of the flight was uneventful.As a side note; normally I wouldn't have had the internet up; but I had to use the back panel electrical outlet to recharge my iPad while we did our ground turn. Since I had just downloaded the flight plan forecast package; the iPad was still in the cellular data mode when I plugged in to begin charging; then left the jet to continue my pre-departure tasks.,
1497866,equipment/tooling,While troubleshooting the Aircraft left and Right window anti-ice and ECAM messages; I turned power off from the flight deck; external power button and battery 1 and 2; from inside cockpit. After 5 minutes; I turned power on and batteries on. After the airplane rebooted; my messages had cleared. All system were active; and I waited in flight deck; to see if window anti-ice messages returned. After approximately 5 minutes; I saw smoke at 12 o'clock; outside Aircraft. I disconnected external power; and ran outside to nose. I saw a small flame and thick smoke at external power cord to aircraft connection. I pulled power cord off the aircraft; and smoke abated. No fire. I inspected left forward and aft electronics and equipment bay; right electronics and equipment bay; and nose electronics and equipment bay. No further smoke noted. I immediately informed the supervisor and lead. Cause pointed to worn gate power cable; per engineering.,
