,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1456749,weather,Climbing through about FL355 for FL370 at approximately M.78 in VNAV; we noticed an uncommanded rise in airspeed along with the large increase in Vertical Speed. The airspeed trend arrow went up into the barber pole; (we never got the clacker) so the Captain reduced power; as the airspeed and Vertical Speed continued to increase very rapidly; the Captain continued to reduce power and increase the pitch in an attempt to prevent the aircraft from overspeeding. The airspeed and Vertical Speed increased at such a rapid rate that we were unable to level off the FL370; with the airspeed continuing to increase. We did not have any indications of mountain wave or windshear leading up to this point. I believe we were able to get the aircraft to slow down and level off at approximate FL380; with idle thrust. I immediately notified ATC of the severe updraft we had experienced and our deviation in altitude. The windshear event appeared to be over and we returned back to FL370 promptly. I called the Flight Attendants to check the status of the cabin; everyone was ok thankfully. We notified Dispatch of the severe updraft/windshear; and the Captain wrote the aircraft up when we got to ZZZ. Maintenance met the airplane in with a printed report of the flight data; showing a 7900 fpm climb during the peak of the windshear event. The rest of the flight was mostly light chop/turbulence. We didn't encounter any more mountain wave or windshear. There isn't anything that we could have done to prevent this event. I believe we handled it as well as possible; given the extreme nature of the windshear/turbulence.,Leveling off to cruise at FL370 climbing out in mostly smooth conditions we encountered severe turbulence in the form of a significant updraft. Pitch and thrust were managed as to not exceed aircraft limitations while maintaining positive aircraft control.
1456947,weather,Squall line moving in from the north and I could see the ragged edges of the clouds. I informed the aircraft that I expected the winds to pick up shortly. About 45 seconds later the tower swayed and vibrated but the ASOS only reported 12kts on the wind. I informed Aircraft X that I was experiencing gusts and estimated them above 25kts. ASOS still reporting 12kts. A pilot holding short for departure reported possible wind shear at the approach end RWY 32; and I observed a large cloud of dust rising up from the field. Aircraft X conducted a go around and reported being 'bounced around really good'. I observed a decrease of 20kts radar indicated airspeed on the STARS. All of this took about 2 minutes of time; finally the ASOS reported wind 34019G28kts. We do not have direct wind reading instruments at Dothan! This placed a flight crew in a dangerous situation by not being able to get a timely and accurate reading of the wind.,
1457022,weather,Upon entering the control room I noticed that all of the 8 sectors that we work were combined down to two scopes. At this time of night there are usually 4 scopes open. There is a traffic push that runs [for 30 minutes] that requires at least 3 scopes open and especially with the amount of weather. One scope was all sectors north of RDU and the other was three sectors south of RDU. The north scope had a lot of weather to the south end resulting in very little traffic due to the predominantly northern traffic flow. The south sector; comprised of two high altitudes and one low sector; had about 15 aircraft all going north and all heading for the moderate; heavy and extreme precipitation at the north end of the sector. The area FLM was plugged into the D side of the south sector and told me to sit there and help the R side controller. As I sat down the R side told the FLM that the aircraft that were running right at the weather decided that the gap had closed and that they did not want to go any farther north. The northern half of the sectors was covered in heavy precipitation with a line of extreme precipitation across three quarters of the top from west to east. The R side began turning all of the aircraft south while I began to put in new routes on all. The plan was to take them south; away from the weather and then east into the adjacent sector in Bay 3. From there it would be a straight shot north along the coast while staying east of the weather.The R side had aircraft on three frequencies and congestion was a major issue. He had to repeat himself; aircraft were stepping on each other and there was a lot to get done. I was taking calls from three sectors at Atlanta Center and two from Jacksonville Center while trying to update routes in the URET (User Request Evaluation Tool). I was still catching up with the R sides plan when I received a call from the Bay 3; D Side; asking me to take radar on a flight going north to BWI. I told the D side unable and explained our situation. None of our aircraft would go through that weather and neither would [this aircraft]. We were turning 15 aircraft south and then east into their sector and that we were too busy to take any more. He said 'OK' and hung up. There was no way that we had time to take another aircraft who would just deviate and add to our workload. The frequency was so congested that adding another would have been detrimental. Seconds later the R side from Bay 3 called me. 'So you are not going to take my [aircraft]? He requested this route for weather'. I told him that we couldn't because no one was going through that weather and that all of our traffic was being vectored south then east and into his sector. 'Yeah; all of your traffic is coming into my sector but you won't take my traffic?' I said 'no; we can't.' He replied; 'Then if you're not going to take my traffic then I'm not taking yours. 'Come on;' I said but he interrupted me. 'Don't give me that; you're going to give me all of that traffic but you won't work with me?' he replied. I told him that we were just picking up the pieces here referencing the chaos that was going on in our sector. At that point; I had to make a decision. There were 15 aircraft heading east that still needed routes and adding one more who would just deviate and add to the mess did not make sense. As our traffic approached the boundary with bay 3 we were wasting time talking about this. A decision was needed before all of our traffic piled into bay 3 without permission and the window to stop and hold all of them in our airspace was rapidly closing. The traffic in our sector was known to us but we knew nothing of what was happening in Bay 3. If I missed this window while arguing with this person; bad things were going to happen when our traffic merged with the traffic in the other sector. If you don't take my traffic I won't take yours he said. I told him that 'We're in the hold then.' He hung up. I could not argue any longer. I feltthat there was no time left and that no matter what; the next controller would not take our traffic. Bay 3 forced us into a no notice hold because the controller over there was unhappy that we wouldn't run his one airplane into known heavy and extreme precipitation that no one else would fly through. What happened next was not as bad as running into Bay 3's traffic but it was not good. The R side began putting all traffic into present position holds; about 15 aircraft total. They were spread out enough and at different altitudes that only two came close but separation was never lost. I immediately called Atlanta and Jacksonville Centers and shut them off for all traffic. After about 10 minutes; we got word that we might try a small opening in the weather. The R side asked for a pathfinder and got several volunteers. The small gap worked and we began the process of rerouting our traffic a second time; through a gap to the north east. At this point I had to call bay 3 for a point out and the controller informed me that he would take our traffic now. It was a full 10 minutes later and we were now running a new route. Altogether; traffic was shut down for about 20 minutes while we cleaned up the sector. After reviewing the Falcon and voice tapes I learned that the Bay 3 controller did not have more than 6 aircraft in his sector. He had minutes before rerouted a BWI arrival to the north and could have easily done the same with the second one. The bay 3 controller also entered our airspace with the aircraft without our permission before eventually turning him out. Staffing - There is no way that those sectors should have been combined that early. We should have more controllers per shift but management will not pay for the overtime to staff. Take away the manager bonus for saving overtime money and we can get back to safely running trafficTMU - What were they doing running all of this traffic into extreme precipitation? Why do the airlines have such a say in this safety issue? We are going to do serious harm to an aircraft by running them at extreme weather. We saw it a few weeks ago where traffic was run through a corridor with reports of severe turbulence because the airlines did not want to spend the money to put on extra fuel for the reroute. Same thing here. We are running at extreme precipitation and when we have nowhere else to go; the sector goes to hell. Attitudes - Controllers cannot just shut off traffic because they are unhappy. This has become almost common place at ZDC. Just a few weeks ago a Bay 1 controller essentially shut off the east coast by refusing to take all traffic because he didn't like getting two EWR arrivals with less than the requested miles in trail. The sector that was feeding him was inundated with weather and was working with less than a third of the airspace due to deviations. In our case the controller did not like being told no. He also did not want to work our traffic. He had seen it coming and seemed angry that he would have to take it. Too many controllers spend their time complaining about others who work less traffic then them. Why should I have to work all of this traffic when the other area gets more breaks and doesn't have much traffic? This is crap. We all need to look out for each other. The bay 3 controller was dodging traffic instead of helping us out. Professionalism - You need permission to enter another controller's airspace. If permission is not granted you do something else. That's what we had to do. It is not a negotiation. That bay 3 controller tried to intimidate us and threaten us into doing something that we could not do. That's just wrong. I explained our situation and expected help from a fellow controller. What we got was nothing of the sort.,In my opinion; this was a failure on multiple fronts. Command Center and Traffic Management Units; while slowing aircraft volume during the day; seem to have; a 'release the hounds' mentality once the sun sets and normal volume is winding down. The Front Line Manager in my area did not appear to be very engaged in the operation of the area. I should have asked for help a little earlier; but; as it was the end of the night; staffing was poor.
1457449,weather,Flight was planned on a northerly routing to EWR for weather avoidance. Flight got an extensive reroute; which I notice on my display. I was able to determine the discrepancies that the flight got and started preparing a new release; but was unable to complete it prior to the flight taking off. I sent the new release after they were airborne. Flight did have sufficient fuel on board for the reroute; however; it was a fairly significant change in both distance from the original route and total length of flight. It used up over 20 minutes of the extra fuel I had planned on the original release.,
1457964,weather,I was flying pilot and Captain was acting PIC. We used NEXRAD and Aircraft Radar to discover that on the other side of the state was a system of storms. This caused us to make a northern course change approved by ATC.We saw out our windscreen a cloud that did not appear on any of our weather detection screens; we determined that we would ask for a 30 degree deviation around the northern side of this cloud; which was approved; we were about 20-30 miles in front of this cloud.Once the turn was completed; our airspeed went from about .77 to .81 as the aircraft began to shake. I brought the thrust levers to idle as the airspeed continued to increase. I transferred controls to the PIC; as the aircraft began to descend uncontrollably and at its worst the airspeed increased to about .83/4 and descent rate was roughly 7;000 ft/min. Immediately after transferring controls; I informed Center that we had encountered extreme clear air turbulence and was in an uncontrolled descent. During this time we also encountered an uncontrolled yaw/turn movement as well. ATC responded asking if we would be able to level at 37;000 and I told them negative and would level as soon as we were able; which ended up being 33;000 feet.Once the aircraft was under control we contacted maintenance to better understand if we should continue and made the decision to do so. Over Wisconsin we began to have small system failures one after the other including Rudder boost; yaw dampener; and autopilot; we ran the QRH for all the affiliated CAS messages and made the decision to continue with the flight.The flight was completed upon our landing in our filed destination.We did everything we could with the time we had to correct all deviations within the aircraft including course; altitude; and airspeed. We were in VMC conditions and advised ATC of our actions and reasons why. There was no way we could have prevented this situation with the tools we had at our disposal.,Cruising at FL410. Made a left turn to deviate around some weather that was approximately 50 miles ahead. In the turn we encountered extreme clear air turbulence. I disconnected the autopilot because it was not able to handle the turbulence. We were not able to hold altitude and ended up descending to FL330. We let ATC know of the deviation asap; and that was when we were passing through FL400. No aircraft were in the area at the time.
1458061,weather,Aircraft deviating for weather over CMK opposite direction traffic on top of normal flow at sector 56. This was working in the beginning because it was limited traffic. ZBW called the supervisor's desk to coordinate what they were already doing. When the CIC asked me; my response was 'that is exactly what they have been doing'. As the traffic picked up and weather moved further east adding to the deviations by all aircraft; it became unsustainable. On top of deviations; reroutes needed to be issued; and climb/descend opposite direction to meet restrictions. An inexperienced Controller did what they could to the best of their ability; new Controller in Charge (CIC) didn't know what was happening until it was too late; and Traffic Management Unit (TMU) was unaware of the entire situation. I could've stopped the traffic earlier or realized something wasn't right when ZBW called to coordinate what they were doing; TMU could've been monitoring the situation; CIC could've monitored situation and replaced inexperienced Controller with an experienced one,A lot was going on due to weather and deviations. This report is associated with the report filed yesterday. Aircraft X; departure off PHL routed over CMK (where all the weather was) was allowed to depart into known weather that no aircraft would go near. I had little room to vector away from aircraft descending into BOS. On top of deviations adding to workload; this was unnecessary. Aircraft Y deviating around weather and BDR when able (believe they were supposed to advise when back on course). Aircraft Y seemed to be heading on an easterly heading. Seeing this; I thought I could turn the Aircraft Z to the north and descend. As soon as I issued the clearance; I noticed Aircraft Y was back on course. I climbed Aircraft Z back up to FL320 and Aircraft Y responded to a TCAS RA and descend.Not realizing B31 was spinning Aircraft A deep in my airspace; when Aircraft B asked for a descent; I started him down and gave the crossing restriction. As soon as Aircraft B started the descent I noticed that Aircraft A was turning toward Aircraft B.I was beyond overwhelmed with amount of traffic and not knowing exactly where the aircraft were going since most were deviating. The constant questions about the weather and rides clogging the frequency added to this. Having to issue normal reroutes didn't help the situation.Not allowing all traffic to deviate and go back on course opposite direction of the normal traffic. Make sure the supervisor/Controller in Charge (CIC) is aware of what is going on. Have an experienced RA working the position. Find it hard to believe TMU had no clue what was going on since the weather was affecting ZNY traffic; but ensure the supervisor/CIC bring the situation to their attention.
1458076,weather,With the tropical system bands arriving in all sectors the weather complexity increased dramatically within all sectors of the specialty. Our personnel count was down to only [a few] Certified Professional Controllers (CPC) at the start of the shift for our night count. I overheard one of the supervisors tell the relieving supervisor that we took two sick hits but the weather wasn't going to be a factor because it's going to shut down our airspace. This proved completely false. With our staffing levels low they decided to combine all low sectors into a mid-shift style configuration. Now you're working 4 sectors with 4 different frequencies with 6 different sites to try and manage. At no normal time do we ever combine all the sectors into this configuration unless we are preparing for the mid [shift.] This was my first session to work it today but I watched another previous controller struggle for almost two hours on position in the same manner. At no time could you provide a good safe service to the flying public. It was utter chaos with the supervisor sitting at the desk for [several] hours letting the specialty go down the tubes.  Have an engaged supervisor in the area at all times; especially with weather. To provide some relief in surrounding approaches for departures; routing; etc. Just sitting there doing nothing for hours is unacceptable. Utilize Overtime (OT) with a low count is unacceptable in the conditions we were experiencing.,
1458248,weather,During descent into ZZZ; ATC directed us to hold for unforecast weather overhead the airfield. We slowed to green dot to conserve fuel. Scheduled on deck fuel was 11.3 and we were getting close to that limit without the hold so we sent message to Dispatch via ACARS for options and fuel numbers.  No reply was received. Just prior to reaching holding; ATC informed us the field was now open and landing in the opposite direction from original flight plan which made fuel even more critical. During vectors to new  arrival; we were given new holding instructions and advised the airport was not accepting traffic and was unsure of when it would be open again. At this point; we called up the nearest airports on the FMS and saw ZZZ1 was the closest. After checking the weather for ZZZ1 (reported as VMC) while in holding; we elected to proceed to the divert prior to completing one turn in holding. Landed in ZZZ1 with 7.2. Visual approach and landing to runway 29 was uneventful. During divert to ZZZ1; 3 diversion reports were sent through ACARS and no reply from Dispatch was ever received. During initial descent into ZZZ; there was not enough time/fuel to contact Dispatch via Radio.Cause - Unforecast weather combined with minimum FOD planning left us with few options when faced with  unexpected holding.Suggestions - 3000 extra pounds of gas would have allowed us to hold longer and given us more options.,
1458556,weather,Upon reaching our destination airspace at approximately XA:35; ATC asked us to hold 70 miles from ZZZ VOR due to large thunderstorms over the airport. Several other aircraft destined for [the] airport were also holding. ATC made it clear that no aircraft were being permitted to make an approach to the airport and would not provide any EFC times. After entering holding; I calculated a 'bingo fuel' (minimum fuel at which I would no longer tolerate holding and would proceed to our designated alternate) of 20.5 metric tons. This 'bingo fuel' was the sum of 13.3 tons of fuel to fly 1 hour and five minutes to [our alternate] and additional 7.2 tons of fuel in reserve. This would allow us to fly to the alternate; make an approach; go missed approach--returning to the radar pattern--then fly one more instrument approach and safely land. As time passed while we held as directed; other aircraft expressed their concern to ATC regarding their limited fuel quantity. A couple of other aircraft began to divert to their designated alternates. At approximately XA:45; I called approach two or three times to tell them we would have to divert to our alternate soon due to the lack of fuel onboard. The controller did not answer any of my calls. In my opinion; the controller had become overwhelmed with the number of aircraft requesting to divert to their alternates. At XA:48 with 21.8 tons of fuel and with no indication that the weather would clear over the airport in a timely manner; I asked approach control to give us vectors to our alternate. Even after asking three or four times; the controller did not acknowledge any of my requests. At approximately XA:50; I elected to proceed to the alternate. Even after the ATC controller did not reply to my calls. Shortly after stating 'fuel emergency' several times; I transmitted that we were leaving holding and proceeding to [alternate] airport by way of ZZZZZ fix at our present flight level. Even then; the ATC controller did not respond. At this point; we looked up other frequencies and attempted to contact air traffic control for assistance. At approximately XA:57; we received a voice request over guard frequency (121.5) asking us to return to our previous controllers frequency. We did so and the controller asked if we would like a higher altitude to proceed to our alternate. I requested FL320 and we were given FL300. It seemed to me as if it was now a different controller on duty; as the voice was not the same as the original controller.At approximately XB:13; the controller told us that airport was now open and accepting approaches and was asking if we wanted to return to land. I replied that this would be acceptable; providing we would not be holding prior to landing. With 16.7 tons of fuel remaining; we decided it would be safe to return to [original destination].Although approach gave us extended vectors north of the airport; our approach and landing was uneventful. We landed with approximately 12.1 tons of fuel as opposed to our planned landing fuel of 21.9 tons; a difference of 9.8 tons. Our total flight time was 5 hours 52 minutes; as opposed to the scheduled flight time of 4 hours 51 minutes; making our flight time an additional one hour and one minute more than scheduled.,
1458728,weather,Before leaving the hotel; I tried to download the flight plan and route. I was unsuccessful as there was no paperwork loaded in Sabre. The CA was also trying on the way to the airport but could not get a data/internet connection on his iPad. We discussed this on the van and decided we would ask ops to print a copy. At some point; he was locked out of his iPad and needed to have it reset by IT. The CA requested a printed copy of the paperwork from ops personnel. I tried unsuccessfully to download the flight plan. I also was unable to obtain a data connection through any of the carriers available to my iPad in MPTO. Once on the airplane; the CA used a phone from our maintenance technician to have his iPad unlocked and was able to download the flight plan and Jeppesen Pro route. I continued to set up the cockpit for our departure as the CA spoke with the flight attendants. I was still not getting any data connection so the CA air dropped the flight plan and paperwork as well as the Jeppesen pro data/route to my iPad. At some point prior to this; station personnel delivered one copy of the flight paperwork to the aircraft. I used this to enter into the FMC and obtain preliminary takeoff data. The CA briefed the departure and we ran the appropriate checklists. The next hour of the flight was ops normal with just some light chop on the climb. Once at cruise for 20-30 mins; we turned off the seat belt sign and I made an announcement about our time enroute; keeping the aisles clear for the flight attendants and keeping your seatbelt on at cruise even when the sign is off in the event we encounter any unforecasted turbulence. A short time later; we encountered some light chop so we turned the seatbelt sign back on and an announcement was made. We began deviations to the east just prior to SIGMA. We were in mostly clear air with some high thin cirrus and very light chop at this point. I had my radar on 160 miles and the CA was on 80 miles. We could see weather on both sides of us about 20-30 or so miles either side. No red; mostly green and a few yellow returns. At some point; Merida Center cleared us direct KELHI once we were done deviating. The weather was turning further east as we progressed north and looked like it may be closing so we decided to head back towards KELHI. There appeared to be an opening in the weather on both the radar and visually out the window as we saw blue sky. We decided this would be the safest route to pass by the weather so we proceeded in that direction. We called the flight attendants and asked them to be seated and made a PA to the passengers to remain seated. I also heard the FA's making an announcement which I assume was in Spanish asking the passengers to remain seated. Although we asked the flight attendants to remain seated; I heard noises from the galley and what sounded like the bathroom door opening and closing. I almost said something to the Captain but their noncompliance with us asking them to remain seated happens so often that I didn't. As we continued our left turn; there was nothing on the radar and although we were IMC; it was very thin and it appeared visually that there were no storms in front or to the sides of us. A short time into this; we encountered severe turbulence. The aircraft rolled right and we lost approximately 400 feet of altitude. The autopilot turned off; there was some buffeting and the aural autopilot disconnect warning sounded as well as the 'bank angle' warning and altitude chime. The Captain took manual control of the aircraft and rolled the wings level and stopped the descent. We stabilized the aircraft; turned both ignitors on and reengaged the autopilot. I made a PA to the flight attendants to be seated immediately. After the CA and I talked about the current aircraft state; autopilot on; roll and vertical mode selected on the MCP and he called back to check on the flight attendants. We asked them to check on the passengers and report back to us. At this point; we were heading direct to KELHI. The FAs told us there were 3 passengers and one FA with suspected injuries. There was a Doctor on board who assisted in assessing the passengers. I sent an ACARS to dispatch advising them of the turbulence encounter. I took PF duties and ATC communication and the CA attempted to get a phone patch to dispatch and medlink. I advised Merida center of the turbulence. I relayed some additional info to dispatch through ACARS. The CA was having a difficult time communicating on ARINC. The Doctor on board and the one on Medlink didn't indicate a diversion was needed. The Captain and I discussed and proceeded on. Once past KELHI and in contact with Houston Center; I advised them of the turbulence encounter and asked for priority handling into ZZZ. They immediately cleared us direct and we continued. The CA and I discussed and complied with all the items listed in the QRH Turbulence guide and entered the pertinent codes into ACARS for a Maintenance write up. We landed in ZZZ and taxied to the gate where we were met by CFR and representatives from [company].,
1460029,weather,I have an aerial advertising company and was contracted to fly a total of 4 hour and 15 minute flight over a concert.  The FAA requirements are that aerial advertising aircraft are to be at a minimum of 1000 AGL while towing banners over populated areas.  There were continuous mild to moderate up and downdrafts over the venue area.  I was flying a 5 ft letter banner approximately 120 ft long.  Most of the time I was at 1100 to 1200 AGL to cushion any downdrafts that normally show up.  Probably 4 or 5 times in the 3 hours I was over the venue; I got into a moderate downdraft of 1000 feet per minute descent from a little more powerful downdraft and my initial power applications were not enough to stop the descent before dropping to 900 AGL.  I have a Garmin 496 GPS that has a very accurate Vertical Speed indicator that I use to detect downward vertical movement. Maybe two of those times I was also being directed by Approach Control to look for approaching aircraft that were in my general area and my attention was diverted for a little more outside time than my normal scan and I got a late start on the power application. Corrective actions would be to be a little more aggressive on power applications.  That being said we also have to consider the noise issues of the people we are flying circles around. The more power the more potential for complaints.  I will also try and be 50 to 100 ft higher to have a little more cushion on that 1000 ft minimum when we have the potential for stronger downdrafts.,
1460359,weather,I was receiving VFR vectors from Cleveland Approach in the CLE Class B airspace to transition from the south side of the Class B to BKL (Burke Lakefront Airport) in the northern portion of the Class B.  Weather was VFR with continuous moderate to occasionally severe chop.  Traffic was not a factor.  No traffic was called to me and only one target (at 10 miles) showed on the ADSB while in the Class B.  I was cleared at 3;500' with heading changes as necessary.  The aircraft was on autopilot.  At approximately IXORE intersection; I hit some extreme turbulence. The aircraft rolled more that 90 degrees right; altitude increased violently; then decreased violently leaving a net gain of 600' and a heading deviation of 40 degrees right.  This all happened simultaneously.  The autopilot disconnected; whether from exceeding its limitations or my hand hitting the disconnect switch; I don't know.  My first reaction was to roll level and then start a turn back to the proper heading and a descent down to the correct altitude.  The Controller asked if I needed any assistance. I declined as I was very busy.  Back on heading and altitude; I explained to the Controller what had happened.So far as I know; there was no loss of separation.  However; for a few seconds I had absolutely no control over the aircraft.  The experience was what I have always thought a wake turbulence encounter would be like; although I doubt that this was the case here because of the lack of other traffic.The one change I will make in my procedures because of this is to keep my seat belt even tighter.,
1461187,weather,Cruise altitude of FL330. ATC had advised of weather ahead. We were unable to paint anything on radar. We both looked outside several times and were unable to see any build ups. It was a moonless night. I saw we were headed into a build up just seconds prior to entering it. I disconnected the auto pilot and auto throttles to better manage the event. We were in the build up for probably 20 seconds. During that time we encountered significant up and down drafts; in addition to moderate turbulence. We had an altitude excursion of approximately +200 feet and -500 feet. Once out of the buildup; we resumed level flight at FL 330 and advised ATC of what had happened.We flew into a build up that we were unable to display on radar or see visually. The night being moonless probably contributed.Suggestions: Honestly I do not know. ATC advised of weather ahead of us. We did our best to find it on radar; but were unable. We also made a concerted effort to see it visually; but with no luck.,
1461625,weather,As I was coming in to land; there was a thunderstorm reported in the vicinity of the airport. There was pick gust of 20 knots reported at 090 degree. I managed to put the plane on the runway but the wind kept pushing me to the left of the runway and ended up in the grass field where I knocked off a couple of runway lights.,
1461629,weather,After being cleared for the RNAV 01 into PEO by Elmira I encountered heavy rain; turbulence; and saw a lightening flash off to the west of our course. I asked on the CTAF 123.00 for conditions on the field as the ASOS was still reporting 1;000 ft ceilings. Staff at the field responded that it was raining heavily and high winds. My radar was painting strong activity to the west and north of the field. With all that going on; I felt very strongly that going missed was the best action. I announced that on CTAF and immediately called ELM and advised. Since the conditions in the direction of WOFIL were not good; I told them I was climbing and turning to a 090 heading. The controller said that I was on an IFR clearance and that was not acceptable. And; that I was not to climb above 4;000 feet and that I was to execute the missed approach as published. I advised that was not acceptable and declined. He repeated the instructions (I think as I was very busy with flying the plane; looking at radar and determining what the best course to put distance between us and the weather) to fly the missed as I would be in ROC airspace if I didn't or something like that. At that time I [advised ATC] and he acknowledged and then was able to hand me off to ROC. They were EXTREMELY HELPFUL and also had weather radar (ELM did not). They suggested a 270 heading to avoid a cell north and set me up for the RNAV 19. We got established on that and landed. I canceled with ELM on their landline and asked to speak to a supervisor. They were obviously still busy as the weather was fairly widespread and I suggested that they call me back. They did and I spoke to [the controller] and wanted to make sure that he understood my position and actions and that there was no issue with the deviation. He was very good and specifically indicated that he understood and confirmed that the matter was closed. He explained his situation that I was penetrating airspace that was not his.There are issues with the way the airspace is divided up at PEO and this caused some issues on that approach in nasty weather. It is the first time I have ever [advised ATC] but that really helped with our situation. ATC was very helpful and much appreciated as always.,
1461847,weather,Aircraft was in IMC conditions; just in the tops of a layer we were in at 39;000. Weather radar showed very weak; low intensity very widely scattered small returns approximately 40 NM north of our position. Without warning we were in heavy precipitation; then very pronounced turbulence; and a strong updraft that carried the aircraft very rapidly 300+ feet above our assigned altitude. Objects in the cockpit floated off the surface they were laying on; and I was hanging in my seatbelt as the autopilot returned rapidly to the assigned altitude. Encounter was reported to ATC and company dispatch. Aircraft and crew were safe and undamaged after the encounter. Ops normal the rest of the flight.,
1462197,weather,Numerous aircraft deviated between the complexes due to weather. Aircraft X was given direct to LNDIZ prior to entering the CKB sector. CKB initiated a hand off on Aircraft X to the MOR/BRY sector in ZDC. As the aircraft neared the boundary; the 'controller' from ZDC called on the shout line to tell us to put Aircraft X over HVQ because 'his supervisor didn't want the aircraft in their center'. I asked if he could override the supervisor in this instance and he replied in the negative. I informed the R side of the situation and he turned the aircraft away from ZDC airspace. We coordinated with ZID that Aircraft X would be on the heading that they would see during the hand off initiation and that we would turn him back to LNDIZ at the boundary when he was clear of ZDC's airspace. I made a point out to the MOR/BRY sector and mysteriously a point out on the very same aircraft was fine with them and promptly approved. Moments later; Aircraft X needed to deviate for weather. The deviation turn took him back toward the original flight path that ZDC was adamantly against him following in the first place.It is not uncommon for controllers from ZDC to refuse flights from ZOB. It seems that most of the time they do so is because they are spacing and don't want the extra aircraft. It happens even when weather is involved. They can't take a hand off on aircraft routed through their airspace; but have no problem taking a point out for some odd reason. Its one thing to be lazy when the skies are clear; but quite another when weather deviations are involved. We are here to provide a service; but that doesn't seem to apply to ZDC. We've actually had pilots on frequency admit that they file routes that avoid ZDC airspace because of how bad they are. When ZDC doesn't play ball with the centers around or the pilots that they 'serve'; they run the risk of creating traffic saturation in airspace that surrounds them. That could lead to very risky safety issues.,
1462683,weather,Was in cruise configuration with afternoon convective activity beginning. Had been in and out of a few clouds. Center advised of light to moderate rain ahead on my route of flight as I was penetrating clouds between two moderate rain signatures on the NEXRAD. The NEXRAD on my Garmin 510 showed the light to moderate rain as green and yellow signatures confirming the information given by Center. The image at the time of penetration was 3-4 minutes old. After penetration; we experienced convective activity and extreme lift making it impossible to hold altitude. Suddenly we had over 3;000 FPM registering on the VSI and hail hitting the windshield. I immediately did a 180 degree turn to the right and experienced a downdraft at 1200 fpm. I notified Center of the experience; conditions; the inability to hold altitude and evasive action taken. Center inquired if there was any noticeable structural damage and I replied none. Center then vectored us to the south of the convective activity with no further encounters during the remainder of the flight leg. When I viewed Flightaware to see what activity we flew through it showed green and yellow signatures. The following week when returning home; Flightaware showed a different picture with red; white and lightning signatures.,
1462890,weather,During our descent into COS the storm cell had moved off the field but ATC informed us that there was a micro-burst alert and they assigned us to hold at the VOR. We discussed our plans if we were not able to get into COS. We settled on DEN as a good plan B. As we held it became apparent that we may not get into COS. I told ATC we'd like to divert to DEN. They informed us there was now a ground stop into DEN. Since we were holding over the PUB airport that became the clear alternative. We checked with dispatch and we could have landed there but there was no fuel available. Our only option then became to [advise ATC of our fuel situation] so that we could get into DEN. Just as we made the turn to DEN ATC informed us that the winds appeared to be dying down in COS. We had just enough fuel to get in so we gave it a try and were able to land without incident. We continued into COS with the priority because if we had gone missed we would have had to go direct to DEN given our fuel situation. While everything worked ok alright as we held and burned fuel our options especially in the inter-mountain west became fewer and fewer until we had no choices left except to [advise ATC of the situation] and head to DEN.,
